time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001335,0.6654,0.7835,-4.1746,4.299
0.008781,-3.7204,-1.1021,-3.6825,5.349
0.026458,-0.1537,1.0499,0.4925,1.170
0.027039,1.7659,1.7092,1.5536,2.907
0.068461,0.0871,-0.1493,0.7716,0.791
0.068819,-1.0584,-1.4941,0.8614,2.024
0.069055,-1.2666,-2.3165,2.0832,3.363
0.069254,0.2810,-1.0852,2.5246,2.762
0.079482,1.4015,0.7984,2.4058,2.896
0.091468,1.8686,3.4187,5.1702,6.474
0.096512,-0.9318,0.1039,3.8730,3.985
0.107064,-2.1621,-2.1911,-0.5373,3.125
0.122999,-0.3573,-2.2176,-2.4771,3.344
0.126690,1.1197,-1.0483,-3.3208,3.658
0.139319,1.2564,-0.0202,-2.2536,2.580
0.156171,0.2617,-0.0826,-0.9433,0.982
0.156538,-0.2884,-0.1768,-0.2954,0.449
0.173028,0.2160,-0.0873,-0.3431,0.415
0.176584,0.5618,-0.1192,-0.4875,0.753
0.212970,0.5030,-0.2096,-0.6809,0.872
0.213528,0.3183,-0.3365,-0.8556,0.973
0.213729,0.1891,-0.4125,-0.5800,0.736
0.222064,0.2883,-0.4108,0.1080,0.513
0.238643,0.6455,-0.3432,1.0727,1.298
0.239476,0.6110,-0.4150,1.5395,1.708
0.252882,0.5572,-0.4610,1.3716,1.551
0.256611,0.4888,-0.3838,0.7360,0.963
0.267421,0.4108,-0.3166,0.1403,0.537
0.285885,0.2761,-0.2744,-0.1433,0.415
0.286335,0.1180,-0.2755,-0.4592,0.548
0.303253,0.0282,-0.3115,-0.6988,0.766
0.307136,0.0811,-0.1871,-0.7148,0.743
0.317915,0.1673,-0.1571,-0.5269,0.575
0.364018,-0.0042,-0.3491,-0.3998,0.531
0.364630,-0.0574,-0.4214,-0.3913,0.578
0.364803,-0.0422,-0.1697,-0.4614,0.493
0.364918,0.2211,0.1709,-0.5218,0.592
0.366398,0.2679,0.0908,-0.8767,0.921
