time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000578,-0.3577,0.2284,-0.6019,0.736
0.010689,-0.4263,0.3809,-0.9591,1.117
0.020178,-0.4548,0.2809,-1.0379,1.167
0.030226,-0.3976,0.2732,-0.9661,1.080
0.040508,-0.3533,0.2669,-1.0878,1.174
0.051066,-0.2690,0.2312,-0.8847,0.953
0.060218,-0.2169,0.2528,-0.4364,0.549
0.070155,-0.1688,0.2384,0.2654,0.395
0.080164,0.1438,0.0317,0.6091,0.627
0.090642,0.3356,-0.1750,0.6928,0.789
0.100142,0.5994,-0.1221,0.6586,0.899
0.110135,0.8046,-0.3129,0.2151,0.890
0.120177,0.8820,-0.4571,0.1977,1.013
0.131068,1.2054,-0.6603,0.1560,1.383
0.140132,0.8971,-0.9808,0.0111,1.329
0.150131,0.7755,-1.5229,0.2063,1.721
0.160235,0.3655,-2.0238,0.2109,2.067
0.170706,0.3045,-1.7148,0.6507,1.859
0.180227,0.5625,-1.1832,0.7772,1.523
0.190232,0.7236,-0.6644,0.4502,1.081
0.200392,0.4906,-0.1408,0.3462,0.617
0.211047,0.1684,0.2606,0.2989,0.431
0.220316,-0.1582,0.4313,-0.2418,0.519
0.230538,-0.4042,0.5287,-0.6306,0.917
0.240526,-0.6501,0.4942,-0.8712,1.194
0.250870,-0.6346,0.4455,-0.6915,1.039
0.260409,-0.3819,0.3722,-0.0042,0.533
0.270399,-0.2424,0.2945,0.9483,1.022
0.280555,-0.1983,0.2242,1.9857,2.008
0.291188,-0.1413,0.0571,2.2804,2.285
0.300349,-0.1275,-0.2987,1.8479,1.876
0.310384,-0.2629,-0.6105,1.4271,1.574
0.320372,-0.5107,-0.8334,0.8820,1.317
0.331420,-0.5845,-0.7878,0.6042,1.152
0.340731,-0.2626,-0.6104,0.7882,1.031
0.350645,0.1521,-0.3212,0.8661,0.936
0.360781,0.3937,-0.0093,0.8901,0.973
0.371190,0.4036,0.3297,0.3600,0.633
0.380583,0.5225,0.6095,-0.4638,0.927
0.390977,0.5694,0.9120,-1.2773,1.670
0.400315,0.2707,1.0856,-1.6979,2.033
0.410823,0.5758,1.1113,-0.8067,1.489
0.420281,0.4450,0.9062,-0.2236,1.034
0.430375,0.4020,0.9161,0.3915,1.074
0.440477,0.9482,0.9460,0.4417,1.410
0.451841,1.4342,0.9884,0.1671,1.750
0.460353,1.0195,1.1346,-0.3372,1.562
0.473001,0.6458,1.0500,-0.9647,1.565
0.480583,0.8695,1.1108,-1.3275,1.937
0.493603,1.0372,1.3822,-1.1953,2.101
0.500424,1.0895,1.6172,-0.6385,2.052
0.510439,1.0756,1.2960,-0.4954,1.756
0.520407,0.5655,0.8147,-0.4980,1.110
0.531678,0.1426,0.4015,-0.8194,0.924
0.540326,0.3047,0.2625,-1.0738,1.147
0.551542,0.4451,0.3990,-0.7165,0.933
0.560336,0.7452,0.6041,-0.7650,1.227
0.570860,0.9976,0.8562,-0.8284,1.554
0.580288,1.0560,1.1149,-0.9164,1.788
0.590496,1.0079,1.1743,-1.1862,1.950
0.601975,1.1565,1.4491,-1.6176,2.460
0.612109,1.1774,1.2651,-2.0194,2.658
0.620323,1.0117,1.0654,-1.5819,2.159
0.630298,1.1814,1.1155,-3.2593,3.642
0.640381,1.2210,0.9589,-3.1245,3.489
0.650841,1.1026,0.6887,-2.3846,2.716
0.660333,1.1306,0.3535,-1.6114,2.000
0.670572,1.0657,-0.1654,-0.5709,1.220
0.680336,0.8366,-0.6109,-0.1928,1.054
0.691633,0.4304,-0.8296,-0.3946,1.014
0.700336,0.0208,-0.8315,-0.4926,0.967
0.710307,-0.4444,-0.5588,-0.0221,0.714
0.720589,-0.9142,-0.4283,0.0939,1.014
0.731520,-1.0904,-0.2993,-0.4494,1.217
0.741005,-1.0500,-0.4108,-1.1368,1.601
0.750517,-0.6152,-0.3195,-1.6859,1.823
0.760586,0.1999,-0.2670,-1.7763,1.807
0.771459,0.2940,-0.4740,-1.1811,1.306
0.789874,0.0305,-0.8409,-0.9461,1.266
0.791470,-0.3690,-1.3091,-0.7068,1.533
0.800827,-0.7111,-1.7810,-0.3461,1.949
0.810964,-0.8434,-2.1685,0.2056,2.336
0.820765,-0.6798,-2.2960,0.8814,2.552
0.830483,-0.3230,-1.9897,1.4552,2.486
0.840441,-0.3787,-1.5469,1.7593,2.373
0.851225,-0.1332,-1.2386,1.9966,2.353
0.861192,0.0304,-0.9991,2.0084,2.243
0.870453,-0.0472,-0.8088,1.7939,1.968
0.880618,-0.2315,-0.7840,1.2941,1.531
0.890973,-0.4053,-0.8524,0.6866,1.167
0.900432,0.1156,-0.5777,0.4142,0.720
0.913090,0.0925,-0.4566,0.1053,0.478
0.920584,-0.4310,-0.4341,0.0514,0.614
0.931305,-0.8010,-0.3472,-0.3869,0.955
0.940505,-0.9313,-0.2080,-0.7994,1.245
0.950491,-0.9395,-0.0256,-0.8443,1.263
0.960694,-0.3078,0.1716,-0.8354,0.907
0.970943,-0.0096,0.4146,-0.2625,0.491
0.980539,0.2623,0.5274,0.1203,0.601
0.991660,0.3554,0.6604,0.1407,0.763
1.000492,0.1826,0.6019,0.1930,0.658
1.011360,0.1879,0.5997,0.5535,0.837
1.020608,0.2974,0.6633,0.9186,1.171
1.030631,0.2582,0.6232,1.2385,1.410
1.040726,0.1099,0.5742,1.4231,1.539
1.051314,0.0159,0.6099,1.4895,1.610
1.060789,-0.1050,0.6200,1.2791,1.425
1.070512,-0.1480,0.6428,0.9871,1.187
1.080773,-0.2254,0.5617,0.8194,1.019
1.091505,-0.2683,0.5064,0.6593,0.874
1.100478,-0.2920,0.4399,0.6362,0.827
1.110642,-0.2165,0.3932,0.9076,1.013
1.120620,-0.2732,0.4251,1.1506,1.257
1.130928,-0.3495,0.5143,1.0800,1.246
1.140566,-0.3786,0.6300,0.9794,1.225
1.150638,-0.3060,0.7426,0.8678,1.182
1.160628,-0.3495,0.7641,0.6961,1.091
1.176990,-0.4037,0.7147,0.6212,1.029
1.180378,-0.4701,0.6339,0.6432,1.018
1.193964,-0.5584,0.4428,0.5756,0.916
1.200738,-0.5780,0.3293,0.6644,0.940
1.210891,-0.4380,0.3621,0.8806,1.048
1.220437,-0.2935,0.3833,0.9491,1.065
1.230426,-0.1829,0.4316,0.8304,0.954
1.240459,-0.0975,0.4481,0.7600,0.888
1.252118,-0.0705,0.4519,0.7665,0.893
1.260739,-0.0441,0.4229,0.6044,0.739
1.270799,-0.0788,0.3317,0.4797,0.589
1.280409,0.0608,0.3458,0.4419,0.564
1.290894,0.3652,0.4072,0.4913,0.735
1.307644,0.4029,0.3598,0.5205,0.750
1.310846,0.4399,0.2444,0.6088,0.790
1.326858,0.4776,0.1698,0.7178,0.879
1.331617,0.4670,0.0856,0.7484,0.886
1.340540,0.5152,0.0095,0.6998,0.869
1.350772,0.5634,-0.0008,0.5125,0.762
1.360480,0.5135,-0.0047,0.2060,0.553
1.371390,0.4628,-0.0104,-0.1895,0.500
1.380477,0.5757,0.0336,-0.4966,0.761
1.390448,0.9669,-0.0461,-0.6453,1.163
1.400501,0.7640,-0.1125,0.2170,0.802
1.411375,0.0072,-0.3423,-0.0070,0.342
1.420707,-0.4360,-0.4607,-0.2583,0.685
1.431457,-0.6572,-0.6624,-0.2813,0.975
1.440992,-0.2044,-0.6921,-0.3014,0.782
1.451248,-0.1100,-0.6188,0.0634,0.632
1.460543,-0.0136,-0.5150,0.3701,0.634
1.470785,0.0253,-0.5620,0.5280,0.772
1.490023,0.0547,-0.5469,0.4180,0.691
1.491553,0.1059,-0.4498,0.1285,0.480
1.500618,0.0507,-0.3668,-0.2608,0.453
1.510396,0.0757,-0.2352,-0.5425,0.596
1.520380,0.1812,-0.0623,-0.6074,0.637
1.530850,0.3076,0.0641,-0.6905,0.759
1.540398,0.4054,0.2125,-0.6744,0.815
1.550451,0.5020,0.2738,-0.7069,0.909
1.560783,0.5863,0.3550,-0.7687,1.030
1.571095,0.6080,0.3689,-0.8693,1.123
1.580464,0.5270,0.3263,-0.9299,1.118
1.590540,0.3917,0.2091,-0.7829,0.900
1.600805,0.2423,0.0669,-0.4870,0.548
1.622140,0.0901,-0.1212,-0.1800,0.235
1.622677,-0.0927,-0.3386,0.0191,0.352
1.630685,-0.3028,-0.4394,0.0709,0.538
1.640580,-0.3934,-0.4441,0.0139,0.593
1.651480,-0.3355,-0.3525,-0.0241,0.487
1.660468,-0.2275,-0.2227,-0.1116,0.337
1.670420,-0.1768,-0.0926,-0.2480,0.318
1.680399,-0.2224,-0.0880,-0.3736,0.444
1.692317,-0.3064,-0.2080,-0.2820,0.465
1.700601,-0.3507,-0.3254,-0.0911,0.487
1.710696,-0.3635,-0.3632,0.0709,0.519
1.723118,-0.3937,-0.3429,0.2328,0.572
1.731485,-0.3928,-0.2561,0.2662,0.539
1.744611,-0.3615,-0.1231,0.1905,0.427
1.750662,-0.2417,0.0078,0.1433,0.281
1.760654,-0.1119,0.0697,0.1154,0.175
1.770992,-0.0972,0.0934,0.0292,0.138
1.780523,-0.0296,0.1386,-0.1342,0.195
1.791340,-0.0090,0.1271,-0.1887,0.228
1.800461,0.0195,0.0481,0.0024,0.052
1.811307,0.0161,-0.0225,0.1731,0.175
1.822012,0.0321,-0.0082,0.1461,0.150
1.830479,0.0482,0.0226,-0.0097,0.054
1.840565,0.0749,0.1108,-0.2350,0.270
1.851099,0.1297,0.1702,-0.3718,0.429
1.860805,0.1528,0.1628,-0.3705,0.433
1.873214,0.0852,0.0788,-0.2997,0.321
1.880666,-0.0135,-0.0523,-0.2379,0.244
1.891674,-0.0148,-0.0936,-0.1361,0.166
1.900639,0.0230,-0.1241,0.0053,0.126
1.910668,0.0211,-0.1742,0.1369,0.223
1.920535,0.0586,-0.1760,0.2290,0.295
1.930906,0.0278,-0.2186,0.2518,0.335
1.940760,-0.0114,-0.2524,0.1760,0.308
1.950881,-0.0494,-0.3157,0.0512,0.324
1.960441,-0.0759,-0.2996,-0.0141,0.309
1.971162,-0.0034,-0.2233,0.0486,0.229
1.980541,0.1380,-0.1465,0.1215,0.235
1.990454,0.1804,-0.1196,0.2332,0.318
2.006636,0.1833,-0.0935,0.3248,0.384
2.011162,0.1780,-0.0877,0.3573,0.409
2.023964,0.1861,-0.0919,0.3017,0.366
2.030570,0.1678,-0.0961,0.2266,0.298
2.040620,0.2006,-0.1007,0.1023,0.247
2.051736,0.1946,-0.1059,-0.0515,0.227
2.060540,0.2566,-0.0428,-0.0879,0.275
2.070541,0.3755,0.0585,-0.0464,0.383
2.080548,0.4326,0.0700,-0.0451,0.441
2.090933,0.4279,0.0692,-0.1335,0.454
2.101133,0.4005,0.0866,-0.1737,0.445
2.110620,0.4205,0.1532,-0.2336,0.505
2.120580,0.4302,0.2110,-0.2341,0.533
2.131616,0.4287,0.2698,-0.1949,0.543
2.140886,0.4349,0.3191,-0.2146,0.581
2.152647,0.3986,0.2892,-0.1074,0.504
2.161155,0.2795,0.1995,-0.0107,0.344
2.171264,0.2454,0.1572,0.0359,0.294
2.180765,0.2185,0.1425,0.0915,0.276
2.190655,0.1993,0.1556,0.1755,0.308
2.200477,0.1579,0.1566,0.1701,0.280
2.212303,0.1337,0.1165,0.1441,0.229
2.220491,0.1572,0.0860,0.2259,0.288
2.230461,0.1534,0.0770,0.3382,0.379
2.240429,0.1463,0.0905,0.3150,0.359
2.250834,0.2052,0.1465,0.3525,0.433
2.261403,0.1704,0.1167,0.5090,0.549
2.270493,0.1193,0.0281,0.5676,0.581
2.280556,0.0903,0.0160,0.4391,0.449
2.291410,0.0430,0.0012,0.2405,0.244
2.300491,0.0735,0.0042,0.0901,0.116
2.317886,0.0535,-0.0328,0.0275,0.069
2.320620,0.0621,-0.0505,-0.0450,0.092
2.331117,0.1190,-0.0388,-0.0195,0.127
2.340464,0.1071,-0.0764,0.0058,0.132
2.350469,0.0958,-0.0944,-0.0472,0.143
2.360583,0.0665,-0.1214,-0.1195,0.183
2.371379,0.0784,-0.0876,-0.0828,0.144
2.380507,0.0713,-0.0924,-0.0556,0.129
2.391709,0.0828,-0.0683,-0.0385,0.114
2.400434,0.0434,-0.0955,-0.0520,0.117
2.410956,0.0017,-0.1445,-0.1156,0.185
2.420512,-0.0123,-0.1946,-0.1406,0.240
2.430453,0.0027,-0.1756,-0.0869,0.196
2.446573,0.0391,-0.2142,-0.1208,0.249
2.451619,-0.0116,-0.2416,-0.0461,0.246
