time,ax,ay,az,atotal
0.002276897430419922,0.11,0.28,-0.3,0.42
0.012323856353759766,0.21,-0.02,-0.11,0.23
0.02299213409423828,0.24,-0.01,-0.02,0.24
0.03227806091308594,0.13,0.05,-0.14,0.19
0.07370710372924805,-0.05,0.03,-0.06,0.08
0.07397794723510742,0.01,-0.04,0.03,0.05
0.07423782348632812,-0.05,-0.09,0.06,0.11
0.07450199127197266,-0.11,-0.11,0.04,0.16
0.08220815658569336,-0.11,-0.06,0.06,0.13
0.0927438735961914,-0.11,-0.02,0.1,0.15
0.10216617584228516,-0.08,-0.01,0.11,0.13
0.1121211051940918,0.05,-0.03,0.13,0.14
0.12280988693237305,0.11,-0.03,0.11,0.15
0.13216209411621094,0.12,-0.01,0.03,0.12
0.17299985885620117,0.09,0.03,0.01,0.09
0.17325305938720703,0.11,0.01,0.01,0.11
0.17351484298706055,0.12,0.0,-0.04,0.12
0.17375516891479492,0.09,0.0,-0.11,0.14
0.18197011947631836,0.08,0.0,-0.03,0.08
0.19266414642333984,0.07,0.01,0.04,0.08
0.2019200325012207,0.02,0.01,0.08,0.08
0.21196508407592773,0.02,-0.02,0.13,0.13
0.2227001190185547,0.03,-0.03,0.12,0.12
0.23197317123413086,0.03,0.0,0.08,0.08
0.2722890377044678,0.02,0.04,0.08,0.09
0.2725510597229004,0.01,0.03,0.07,0.07
0.2728109359741211,0.02,0.0,0.05,0.05
0.273068904876709,0.06,-0.04,-0.03,0.07
0.281829833984375,0.02,-0.03,-0.02,0.04
0.29247403144836426,-0.04,0.01,-0.04,0.05
0.3018369674682617,-0.09,0.01,-0.02,0.09
0.3118619918823242,-0.05,-0.02,0.02,0.05
0.32254505157470703,0.04,-0.04,0.03,0.06
0.3319830894470215,0.01,-0.04,0.01,0.04
0.3719179630279541,-0.09,-0.04,0.01,0.09
0.3721799850463867,-0.15,-0.03,0.02,0.15
0.3724241256713867,-0.08,-0.03,0.05,0.09
0.3726789951324463,0.05,-0.02,0.08,0.09
0.38167285919189453,0.24,0.02,0.08,0.25
0.39231014251708984,0.37,0.04,0.2,0.42
0.4016289710998535,0.33,0.06,0.26,0.42
0.41170692443847656,0.29,0.05,0.24,0.37
0.42245006561279297,0.23,0.0,0.34,0.41
0.43171095848083496,0.28,-0.04,0.4,0.48
0.47199106216430664,0.37,-0.01,0.2,0.42
0.47225284576416016,0.35,0.0,0.15,0.38
0.47250986099243164,0.32,0.03,0.34,0.46
0.4727668762207031,0.14,-0.07,-0.08,0.17
0.4815189838409424,-0.34,-0.12,-0.16,0.39
0.49205493927001953,-0.37,-0.06,-0.08,0.38
0.5014119148254395,-0.07,0.03,-0.07,0.1
0.5115640163421631,-0.09,-0.06,0.07,0.12
0.5223588943481445,-0.47,-0.2,0.3,0.59
0.5315189361572266,-0.77,-0.28,0.41,0.91
0.5718388557434082,-0.84,-0.28,0.55,1.04
0.5721030235290527,-0.96,-0.17,0.5,1.09
0.5723628997802734,-0.92,-0.08,0.24,0.95
0.5726218223571777,-0.59,-0.06,0.07,0.59
0.5813961029052734,-0.23,0.02,-0.38,0.44
0.5920770168304443,0.04,0.09,-0.78,0.78
0.6013979911804199,0.45,0.22,-1.08,1.19
0.6116938591003418,0.43,0.26,-1.29,1.38
0.6220109462738037,0.37,0.14,-1.27,1.33
0.6315469741821289,0.65,0.19,-0.85,1.08
0.6725380420684814,0.52,0.1,-0.9,1.04
0.6728029251098633,0.12,0.11,-0.53,0.55
0.6730608940124512,0.14,0.1,-0.17,0.24
0.6733169555664062,0.03,0.01,0.06,0.06
0.6812849044799805,-0.22,-0.06,0.15,0.27
0.6917910575866699,-0.33,0.01,0.16,0.36
0.7012491226196289,-0.31,-0.04,0.2,0.37
0.7113919258117676,-0.19,-0.05,0.07,0.2
0.721959114074707,-0.06,-0.1,-0.03,0.12
0.73136305809021,-0.04,-0.08,0.04,0.09
0.7721929550170898,-0.06,-0.05,0.13,0.15
0.7724640369415283,-0.12,-0.1,0.12,0.19
0.7727229595184326,-0.24,-0.17,0.32,0.43
0.7729830741882324,-0.26,-0.16,0.45,0.54
0.7811288833618164,-0.24,-0.04,0.41,0.47
0.7916631698608398,-0.26,0.02,0.47,0.53
0.8011598587036133,-0.27,-0.01,0.46,0.53
0.8111538887023926,-0.25,0.02,0.26,0.36
0.8218100070953369,-0.22,0.11,0.08,0.25
0.8310918807983398,0.01,0.16,-0.22,0.27
0.8720731735229492,0.32,0.13,-0.58,0.67
0.8723340034484863,0.46,0.09,-0.69,0.83
0.8725929260253906,0.35,0.0,-0.61,0.7
0.8728499412536621,0.16,-0.03,-0.52,0.54
0.880903959274292,0.1,-0.01,-0.38,0.39
0.8915400505065918,0.08,0.1,-0.35,0.37
0.9012570381164551,0.19,0.11,-0.26,0.34
0.9110450744628906,0.39,0.07,-0.14,0.42
0.9216740131378174,0.47,0.05,-0.17,0.5
0.930901050567627,0.27,0.05,-0.28,0.39
0.9722990989685059,0.04,0.11,-0.42,0.43
0.972559928894043,-0.02,0.07,-0.4,0.4
0.972804069519043,-0.02,-0.1,-0.34,0.35
0.9730610847473145,-0.07,-0.11,-0.32,0.34
0.9809000492095947,-0.18,-0.03,-0.4,0.43
0.9914131164550781,-0.48,-0.06,-0.35,0.59
1.0010261535644531,-0.71,-0.08,-0.12,0.72
1.0107810497283936,-0.74,-0.03,0.04,0.74
1.0215599536895752,-0.59,0.09,-0.1,0.6
1.0308709144592285,-0.57,0.29,-0.36,0.73
1.0721068382263184,-0.47,0.87,-0.43,1.07
1.0723700523376465,-0.12,0.67,-0.2,0.7
1.0726289749145508,0.14,-0.36,-0.06,0.39
1.0728869438171387,0.54,-0.59,0.03,0.8
1.0807850360870361,0.85,-0.41,0.3,0.99
1.0912818908691406,0.97,-0.02,0.23,0.99
1.1009869575500488,1.08,0.1,0.05,1.08
1.110651969909668,1.02,0.04,0.0,1.02
1.1213459968566895,0.87,-0.05,-0.02,0.87
1.130713939666748,0.72,-0.12,0.07,0.73
1.1722488403320312,0.72,-0.07,0.19,0.74
1.1725130081176758,0.73,-0.11,0.36,0.82
1.1727728843688965,0.63,-0.05,0.38,0.73
1.1730308532714844,0.48,0.01,0.51,0.7
1.1805419921875,0.16,-0.09,0.56,0.58
1.1911530494689941,-0.02,-0.14,0.63,0.64
1.2005391120910645,-0.04,-0.18,0.65,0.67
1.2105770111083984,0.01,-0.21,0.4,0.45
1.2212350368499756,0.1,-0.13,0.18,0.24
1.230666160583496,0.09,-0.01,0.3,0.31
1.2716360092163086,-0.07,-0.09,0.42,0.43
1.2719039916992188,-0.2,-0.15,0.38,0.45
1.272162914276123,-0.06,-0.02,0.28,0.28
1.272420883178711,0.17,0.05,0.27,0.32
1.2803421020507812,0.33,0.06,0.32,0.46
1.2909789085388184,0.28,-0.04,0.28,0.39
1.300340175628662,0.24,-0.08,0.12,0.27
1.310347080230713,0.27,-0.11,0.06,0.29
1.3210480213165283,0.2,-0.08,0.14,0.25
1.330397129058838,0.03,0.0,0.19,0.19
1.3714890480041504,-0.06,-0.05,0.23,0.24
1.3717520236968994,-0.03,-0.14,0.25,0.28
1.3720169067382812,0.01,-0.09,0.34,0.35
1.372283935546875,0.08,-0.06,0.47,0.48
1.3801770210266113,0.11,-0.11,0.68,0.69
1.3907818794250488,0.17,-0.12,0.82,0.84
1.400209903717041,0.45,-0.29,0.9,1.04
1.4102301597595215,0.39,-0.31,0.68,0.84
1.420954942703247,0.08,-0.14,0.36,0.39
1.4302558898925781,0.03,-0.12,0.17,0.21
1.4717600345611572,0.0,-0.19,0.17,0.25
1.4720220565795898,-0.44,-0.28,0.0,0.52
1.4722809791564941,-0.74,-0.17,-0.1,0.76
1.4725370407104492,-0.77,0.1,-0.14,0.78
1.4801959991455078,-0.42,0.23,0.24,0.53
1.4907000064849854,-0.19,0.0,0.7,0.72
1.5001490116119385,0.05,-0.17,0.77,0.79
1.5102181434631348,0.24,-0.23,0.51,0.6
1.520792007446289,0.19,-0.22,0.27,0.39
1.5301861763000488,-0.1,-0.17,0.05,0.2
1.5712790489196777,-0.37,-0.21,-0.09,0.43
1.5715420246124268,-0.39,-0.14,-0.26,0.48
1.5718021392822266,-0.23,-0.03,-0.31,0.38
1.572044849395752,-0.1,0.08,-0.31,0.33
1.5799529552459717,0.01,0.1,-0.23,0.25
1.5905179977416992,0.32,0.11,0.03,0.33
1.6000959873199463,0.57,0.0,0.33,0.65
1.609877109527588,0.54,-0.15,0.38,0.67
1.6205799579620361,0.35,-0.25,-0.02,0.43
1.6299400329589844,0.06,-0.17,-0.3,0.35
1.671252965927124,-0.35,-0.02,-0.33,0.48
1.671515941619873,-0.72,-0.08,-0.31,0.78
1.6717770099639893,-0.87,0.07,-0.48,0.99
1.672029972076416,-0.74,0.31,-0.58,0.99
1.679837942123413,-0.99,0.28,-0.56,1.17
1.6903629302978516,-1.06,0.85,-0.97,1.66
1.6998560428619385,-0.26,0.89,-0.53,1.06
1.7099599838256836,-0.15,-0.29,0.35,0.47
1.7204718589782715,-0.24,-0.66,0.17,0.72
1.7298660278320312,0.09,-0.52,-0.27,0.59
1.771198034286499,0.1,-0.28,-0.63,0.69
1.7714600563049316,0.0,0.02,-0.47,0.47
1.7717180252075195,-0.27,-0.04,-0.25,0.37
1.771975040435791,-0.93,-0.2,-0.26,0.98
1.7795579433441162,-1.16,-0.17,-0.35,1.22
1.790255069732666,-1.07,0.06,-0.52,1.19
1.799504041671753,-1.03,0.24,-0.41,1.13
1.809575080871582,-0.66,0.19,0.05,0.68
1.8202128410339355,-0.28,0.02,0.29,0.4
1.829585075378418,-0.31,0.0,0.17,0.35
1.871312141418457,-0.48,0.08,-0.43,0.64
1.871574878692627,-0.46,0.14,-0.68,0.83
1.8718371391296387,-0.3,0.32,-0.62,0.75
1.872096061706543,0.07,0.38,-0.57,0.68
1.8794970512390137,0.34,0.28,-0.54,0.69
1.8900141716003418,0.44,0.24,-0.48,0.69
1.8993430137634277,0.31,0.08,-0.3,0.43
1.909386157989502,0.3,-0.11,0.15,0.35
1.9200458526611328,0.44,-0.19,0.65,0.8
1.9300360679626465,0.77,-0.28,0.86,1.18
1.9715290069580078,1.17,-0.24,0.9,1.49
1.9717910289764404,1.31,-0.13,0.8,1.54
1.9720489978790283,0.96,-0.01,0.47,1.06
1.9723129272460938,0.53,0.13,0.24,0.59
1.979367971420288,0.35,0.14,0.19,0.42
1.989901065826416,0.61,0.1,0.18,0.64
1.9993181228637695,0.86,-0.04,0.32,0.91
2.0093870162963867,1.12,-0.11,0.43,1.2
2.0199480056762695,1.17,-0.12,0.63,1.33
2.029345989227295,1.11,-0.06,0.69,1.3
2.072050094604492,1.22,-0.03,0.83,1.47
2.072361946105957,1.26,0.01,0.91,1.55
2.0726749897003174,1.15,-0.1,0.55,1.27
2.0729598999023438,0.9,-0.11,0.49,1.03
2.079190969467163,0.54,-0.01,0.45,0.7
2.089664936065674,0.31,-0.05,0.51,0.59
2.0989949703216553,0.4,-0.04,0.59,0.71
2.1090641021728516,0.85,-0.04,0.69,1.09
2.119739055633545,1.17,0.02,0.85,1.44
2.1291749477386475,1.31,0.09,1.04,1.67
2.171031951904297,1.23,0.01,0.76,1.44
2.1712751388549805,0.99,0.03,0.76,1.24
2.1715309619903564,1.31,0.11,1.51,2.0
2.1717891693115234,1.7,0.12,1.16,2.06
2.179020881652832,1.88,0.24,0.97,2.12
2.1896660327911377,1.47,0.35,0.48,1.58
2.199007987976074,0.91,0.38,0.45,1.08
2.2090229988098145,0.79,0.48,0.62,1.11
2.2195911407470703,0.66,0.7,0.63,1.14
2.2290148735046387,0.46,1.0,0.74,1.32
2.271151065826416,0.21,1.26,0.53,1.38
2.271411895751953,0.22,1.95,0.45,2.01
2.271669864654541,0.58,2.41,0.44,2.51
2.2719249725341797,0.32,2.38,0.32,2.42
2.2788591384887695,0.68,2.84,0.49,2.96
2.2894840240478516,0.98,3.08,1.25,3.46
2.298841953277588,1.11,2.8,1.64,3.42
2.3089518547058105,1.37,2.68,2.28,3.77
2.3197109699249268,1.75,3.46,2.53,4.62
2.328956127166748,3.1,6.02,2.12,7.09
2.3706531524658203,5.69,7.14,3.31,9.71
2.3709211349487305,5.55,5.85,5.24,9.61
2.3711791038513184,5.65,6.58,4.92,9.97
2.371438980102539,6.09,8.13,5.66,11.62
2.3786988258361816,5.07,8.55,5.96,11.59
2.3892979621887207,3.93,9.14,5.13,11.19
2.39884090423584,3.45,9.62,5.41,11.56
2.4088058471679688,4.87,9.67,4.33,11.66
2.419642925262451,6.58,9.48,1.22,11.6
2.4288220405578613,6.61,9.44,-0.25,11.52
2.4708149433135986,4.49,9.63,-0.61,10.64
2.471078872680664,-0.13,10.62,-1.57,10.73
2.471338987350464,-2.47,10.75,-1.28,11.1
2.4715981483459473,0.11,6.73,0.82,6.78
2.4786159992218018,2.08,3.68,3.12,5.25
2.4891891479492188,-2.75,3.63,-2.23,5.07
2.4985451698303223,-4.63,7.0,-7.05,10.96
