time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001643,-0.0953,-0.4039,-3.8075,3.830
0.006680,-0.4492,-0.6482,-3.5034,3.591
0.013278,0.6764,-0.1562,-1.4996,1.652
0.022994,0.8457,-0.2648,0.7141,1.138
0.033772,0.3056,-0.1535,3.5307,3.547
0.043053,-0.2396,0.1774,4.3157,4.326
0.053238,-0.2450,0.0640,3.0450,3.056
0.063409,0.0389,-0.0827,1.5563,1.559
0.073903,0.2364,-0.0915,0.8888,0.924
0.083070,0.2248,-0.0139,0.4193,0.476
0.093042,0.0741,0.0189,0.3791,0.387
0.103115,0.2017,0.0389,0.1972,0.285
0.113293,0.1565,-0.1104,-0.4502,0.489
0.122893,0.0563,-0.1729,-0.9170,0.935
0.135156,0.0728,-0.1898,-1.0157,1.036
0.143246,0.1891,-0.2027,-0.7059,0.758
0.154132,0.0130,-0.2144,-0.1427,0.258
0.163812,-0.1100,-0.1602,0.3533,0.403
0.172940,0.0172,-0.1421,0.5203,0.540
0.182993,0.0854,-0.1609,0.3297,0.377
0.193359,0.0591,-0.1262,0.0255,0.142
0.202996,0.0455,-0.0639,-0.1790,0.195
0.213233,0.0441,-0.0587,-0.3748,0.382
0.223218,0.0638,-0.0892,-0.5337,0.545
0.233919,0.0240,-0.1344,-0.5883,0.604
0.243520,-0.0276,-0.1553,-0.3424,0.377
0.253501,-0.0038,-0.1442,-0.0496,0.153
0.266303,0.0773,-0.1228,0.0368,0.150
0.273748,0.1304,-0.2201,-0.0622,0.263
0.283043,0.1856,-0.2299,-0.1213,0.319
0.293263,0.1543,-0.2308,-0.1208,0.303
0.303442,0.0948,-0.2323,-0.0609,0.258
0.313969,0.1048,-0.1854,-0.0888,0.231
0.323241,0.1252,-0.1780,-0.1458,0.262
0.333224,0.1262,-0.1313,-0.1441,0.232
0.343271,0.1268,-0.0843,-0.1034,0.184
0.353783,0.1369,-0.0666,-0.0333,0.156
0.363085,0.1181,-0.0388,0.0168,0.125
0.373289,0.0118,-0.0595,-0.1194,0.134
0.383007,-0.0250,-0.0698,-0.2268,0.239
0.395434,-0.0522,-0.0595,-0.1878,0.204
0.403224,-0.0900,-0.0583,-0.0806,0.134
0.413015,-0.1485,-0.0869,0.0167,0.173
0.422906,-0.1392,-0.0865,-0.0227,0.165
0.433444,-0.1316,-0.1258,-0.0032,0.182
0.443224,-0.1461,-0.1066,-0.0032,0.181
0.452948,-0.1424,-0.1172,-0.1012,0.210
0.463208,-0.0702,-0.1269,-0.2096,0.255
0.473895,0.0601,-0.1745,-0.2504,0.311
0.483138,0.1208,-0.1717,-0.1156,0.240
0.493167,0.1031,-0.1386,-0.0110,0.173
0.503197,0.0284,-0.1153,-0.0042,0.119
0.513782,0.0236,-0.0830,0.0423,0.096
0.523374,0.0395,-0.0421,0.0703,0.091
0.533405,0.0857,-0.0715,-0.0181,0.113
0.543102,0.1224,-0.1318,-0.0564,0.189
0.554030,0.1793,-0.1437,-0.0452,0.234
0.563006,0.2163,-0.1365,0.0348,0.258
0.573088,0.1460,-0.1202,-0.0020,0.189
0.582970,0.1069,-0.1049,-0.0872,0.173
0.593420,0.1571,-0.1095,-0.1035,0.218
0.602947,0.2471,-0.1140,-0.1000,0.290
0.612927,0.2402,-0.1182,-0.1361,0.300
0.622958,0.1857,-0.1312,-0.1629,0.280
0.633667,0.1119,-0.1037,-0.2102,0.260
0.643055,0.1252,-0.1240,-0.2193,0.281
0.652945,0.1075,-0.1630,-0.2389,0.309
0.663005,0.1277,-0.1518,-0.2105,0.289
0.673449,0.0882,-0.1102,-0.1828,0.231
0.683123,0.0482,-0.0681,-0.0575,0.101
0.693175,0.0860,-0.0655,0.0385,0.115
0.703265,0.1139,-0.0837,0.0276,0.144
0.713708,0.1134,-0.1133,-0.0212,0.162
0.723149,0.0946,-0.1242,-0.0890,0.180
0.732897,0.0868,-0.1356,-0.1760,0.239
0.743127,0.0988,-0.1758,-0.1653,0.261
0.753630,0.1587,-0.1665,-0.0570,0.237
0.763104,0.1585,-0.1861,0.0115,0.245
0.773090,0.1186,-0.1962,-0.0372,0.232
0.785167,0.1081,-0.1770,-0.0468,0.213
0.794094,0.0785,-0.1576,-0.0271,0.178
0.803169,0.0587,-0.1582,-0.0658,0.181
0.813026,0.1077,-0.1690,-0.0946,0.222
0.823426,0.0791,-0.1401,-0.1530,0.222
0.841583,0.0505,-0.1304,-0.1431,0.200
0.843490,0.0115,-0.1106,-0.1530,0.189
0.853147,0.0110,-0.1199,-0.2024,0.236
0.863559,0.0196,-0.0992,-0.2719,0.290
0.873781,-0.0115,-0.1458,-0.2640,0.302
0.883331,-0.0732,-0.1424,-0.1980,0.255
0.893123,-0.0967,-0.1186,-0.1326,0.202
0.903319,-0.1111,-0.1143,-0.0086,0.160
0.913543,-0.0379,-0.1109,0.0670,0.135
0.923077,-0.0125,-0.1086,-0.0034,0.109
0.933089,-0.0155,-0.0782,-0.0926,0.122
0.943242,-0.0373,-0.0876,-0.1421,0.171
0.956905,-0.0001,-0.1068,-0.1523,0.186
0.973609,0.0066,-0.1451,-0.1041,0.179
0.974342,0.0615,-0.1827,-0.0369,0.196
0.984985,0.0962,-0.2101,-0.0190,0.232
0.993843,0.0920,-0.1983,0.0086,0.219
1.005820,0.0982,-0.1869,0.0563,0.219
1.013191,0.1348,-0.1761,0.0358,0.225
1.023261,0.1629,-0.2152,0.0062,0.270
1.033862,0.1824,-0.2355,-0.0717,0.306
1.043206,0.1736,-0.2464,-0.1395,0.332
1.053288,0.1461,-0.2376,-0.2465,0.372
1.063654,0.1291,-0.1887,-0.3247,0.397
1.073559,0.0928,-0.1384,-0.3254,0.366
1.083395,0.0558,-0.1063,-0.2782,0.303
1.101364,0.0475,-0.1221,-0.1925,0.233
1.103232,0.0380,-0.1376,-0.0680,0.158
1.125325,0.0284,-0.1630,0.0075,0.166
1.125731,0.0192,-0.1789,0.0344,0.183
1.133772,0.0494,-0.1860,0.0324,0.195
1.143745,0.0790,-0.1739,0.0701,0.203
1.153491,0.1078,-0.1233,0.0886,0.186
1.163345,0.0771,-0.1220,0.0483,0.152
1.173259,0.0656,-0.1014,-0.0015,0.121
1.182976,0.1024,-0.0906,-0.0121,0.137
1.193691,0.1093,-0.0800,-0.0227,0.137
1.203008,0.1263,-0.0891,0.0256,0.157
1.213453,0.1145,-0.1081,0.0937,0.183
1.223060,0.1129,-0.0984,0.1231,0.194
1.233562,0.0920,-0.1284,0.1333,0.207
1.251723,0.0921,-0.1590,0.1047,0.211
1.253001,0.1127,-0.1508,0.0666,0.200
1.263149,0.1142,-0.1333,-0.0004,0.176
1.273759,0.1161,-0.1256,-0.0477,0.178
1.283360,0.1085,-0.0984,-0.0754,0.165
1.293065,0.0815,-0.1203,-0.1227,0.190
1.303160,0.0743,-0.1318,-0.1606,0.221
1.313514,0.0954,-0.1525,-0.1106,0.211
1.323204,0.0561,-0.1730,-0.1101,0.213
1.333040,0.0943,-0.1933,-0.1390,0.256
1.343878,0.1418,-0.2035,-0.1486,0.289
1.354777,0.1304,-0.1842,-0.1289,0.260
1.363163,0.1093,-0.1747,-0.0993,0.229
1.373141,0.1375,-0.1557,-0.0500,0.214
1.383352,0.1275,-0.1764,-0.0689,0.228
1.393889,0.1187,-0.1581,-0.0972,0.220
1.411175,0.1008,-0.1301,-0.1158,0.201
1.413198,0.1117,-0.1510,-0.1245,0.225
1.423139,0.1314,-0.1617,-0.1239,0.242
1.433722,0.1203,-0.1716,-0.1043,0.234
1.443202,0.1176,-0.1518,-0.0556,0.200
1.453124,0.1043,-0.1220,-0.0266,0.163
1.463145,0.0912,-0.1220,0.0024,0.152
