time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001640,0.9415,-2.0143,-1.3871,2.621
0.010251,0.6237,-1.4278,-0.9461,1.823
0.020536,0.3564,-1.1205,-0.9805,1.531
0.029956,-0.1263,-1.1695,-0.5206,1.286
0.040046,-0.6124,-1.5248,0.4706,1.709
0.050416,-0.1424,-1.8400,0.9416,2.072
0.060949,1.0266,-2.3684,-0.2765,2.596
0.070171,0.9106,-1.7285,-0.8927,2.148
0.079981,0.6154,-1.3046,-1.6411,2.185
0.090470,0.2288,-1.3255,-1.8621,2.297
0.100738,0.1646,-1.3544,-1.3317,1.907
0.110036,0.0647,-1.4640,-0.9722,1.759
0.119948,0.0481,-1.5972,-1.0561,1.915
0.130027,0.2300,-1.6976,-1.4552,2.248
0.140819,0.3501,-1.6983,-1.8816,2.559
0.149984,0.6435,-1.6677,-2.1927,2.829
0.160714,0.7493,-1.7712,-2.5097,3.162
0.170265,0.7259,-1.8667,-2.6111,3.291
0.180499,0.4009,-1.7413,-2.2727,2.891
0.189971,0.1676,-1.5142,-1.7907,2.351
0.200292,0.1704,-1.2363,-1.4686,1.927
0.210339,0.3491,-1.0363,-1.3455,1.734
0.221006,0.4616,-0.9941,-1.1805,1.611
0.230083,0.6362,-0.7282,-0.4011,1.047
0.240207,0.7756,-0.3769,-0.0106,0.862
0.250134,1.0296,-0.0691,0.0172,1.032
0.261864,1.4701,0.0336,0.2366,1.489
0.270826,1.2170,0.0086,0.8858,1.505
0.280013,0.6949,0.1626,1.6810,1.826
0.291916,0.8898,0.3544,1.5627,1.833
0.300846,1.1552,0.6168,1.1383,1.735
0.309961,0.8707,0.5825,0.7260,1.275
0.319973,0.6961,0.5113,-0.7191,1.124
0.329935,0.2317,0.5201,-2.2796,2.350
0.340496,-0.1282,0.6675,-2.5685,2.657
0.350278,-0.3485,1.0512,-1.2043,1.636
0.359960,0.1053,1.6147,0.1232,1.623
0.370217,0.8424,1.8683,0.6456,2.149
0.380993,1.2445,2.2360,-0.5182,2.611
0.390059,1.2245,2.1864,-1.5596,2.952
0.399994,0.8625,1.3496,-2.7134,3.151
0.410006,0.6807,0.7769,-3.0990,3.267
0.420501,0.6001,0.3959,-3.3213,3.398
0.429899,0.5485,0.1779,-3.1997,3.251
0.439936,0.4749,-0.1185,-2.8327,2.875
0.450043,0.3424,-0.5066,-2.8335,2.899
0.460791,0.7738,-0.7107,-3.7457,3.890
0.470186,0.6595,-0.7256,-4.4015,4.509
0.480394,0.5395,-0.7252,-5.0569,5.137
0.490277,0.4184,-0.6895,-5.6430,5.700
0.500928,0.3651,-0.3231,-5.8165,5.837
0.510553,0.4411,0.0114,-5.7132,5.730
0.519983,0.5738,-0.0287,-5.6723,5.701
0.532815,0.5346,-0.2367,-5.3962,5.428
0.540921,0.4277,-0.5123,-5.2642,5.306
