time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002096,-0.6059,-0.4529,-2.9022,2.999
0.012041,-0.9249,-0.3603,-3.1590,3.311
0.022073,-0.5472,-0.1732,-0.9207,1.085
0.032531,0.1385,-0.1086,1.3369,1.348
0.042292,0.6337,-0.2891,2.3231,2.425
0.052295,0.8098,-0.5030,2.4547,2.633
0.063928,0.3897,-0.6442,2.1974,2.323
0.072933,-0.3037,-0.8547,1.4753,1.732
0.082007,-0.6229,-1.0208,1.0368,1.583
0.092046,-0.3424,-1.0754,0.2354,1.153
0.102048,0.2031,-0.9932,-0.6830,1.222
0.112512,0.5286,-0.5895,-1.1403,1.388
0.122026,0.7313,-0.1228,-1.8614,2.004
0.132465,0.7593,0.2130,-2.7222,2.834
0.142029,0.6027,0.4194,-3.2786,3.360
0.152736,0.4074,0.4778,-3.7360,3.788
0.162041,0.2545,0.6065,-4.0147,4.068
0.172007,0.1954,0.8781,-3.0801,3.209
0.182023,0.1085,0.9833,-2.1131,2.333
0.192733,0.0855,0.9419,-1.3884,1.680
0.202076,0.2271,0.7226,-0.9692,1.230
0.212098,0.2440,0.3620,-0.8138,0.923
0.222107,0.0846,-0.1941,-0.7659,0.795
0.232940,-0.2452,-0.7063,-0.6210,0.972
0.242157,-0.2360,-0.9747,-0.4279,1.090
0.252180,-0.0292,-0.9210,-0.1649,0.936
0.262288,0.3005,-0.6215,0.1303,0.703
0.272675,0.8589,-0.0173,0.2802,0.904
0.282239,1.5558,0.4961,0.0451,1.634
0.292223,1.9239,0.5836,-0.9737,2.234
0.302219,1.9498,0.4959,-1.4567,2.484
0.313171,1.4192,0.2692,-0.1169,1.449
0.324014,0.6946,-0.2208,1.2136,1.416
0.332705,0.3030,-0.5092,1.2100,1.347
0.342365,0.2654,-0.6740,0.3249,0.794
0.352739,0.2240,-0.6824,-0.2446,0.759
0.362281,0.2592,-0.6147,-0.2759,0.722
0.372250,0.3352,-0.3940,-0.1472,0.538
0.382200,0.4566,-0.0116,-0.7399,0.870
0.393073,0.4894,0.3083,-1.3469,1.466
0.402194,0.4105,0.3349,-1.3312,1.433
0.412220,0.2135,-0.1241,-0.7207,0.762
0.422257,0.4261,-0.5483,-0.4905,0.850
0.433016,0.9592,-0.7239,-0.3245,1.245
0.442236,1.3972,-0.9454,-0.6750,1.817
