time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000814,-0.0134,0.2589,1.9496,1.967
0.007695,-0.0311,0.0577,-0.2959,0.303
0.017792,-0.2712,-0.1013,-2.8140,2.829
0.028545,-0.5136,-0.1477,-4.1152,4.150
0.037718,-0.5025,0.0558,-3.1023,3.143
0.047799,-0.1889,0.1723,-1.0000,1.032
0.057743,0.1833,-0.1084,0.4190,0.470
0.068372,0.2893,-0.3262,1.2530,1.327
0.077851,0.3525,-0.3893,1.6386,1.721
0.087801,0.4209,-0.2490,1.7219,1.790
0.097940,0.4115,0.0766,1.3260,1.390
0.108663,0.4239,0.4063,0.4115,0.717
0.117902,0.3393,0.6205,-0.3747,0.800
0.127879,0.1242,0.5228,-0.5440,0.765
0.137853,-0.1304,0.3079,-0.6758,0.754
0.148397,-0.3078,0.1886,-0.6924,0.781
0.158540,-0.3878,0.0971,-0.3881,0.557
0.167906,-0.2069,-0.0632,0.2378,0.321
0.177986,-0.0743,-0.2099,0.7946,0.825
0.188743,-0.0333,-0.3876,0.8721,0.955
0.198154,0.0009,-0.7099,0.5497,0.898
0.211342,-0.0306,-0.8009,0.0435,0.803
0.218335,-0.2659,-0.6480,-0.5182,0.871
0.230826,-0.7430,-0.5733,-0.9105,1.308
0.238001,-1.6090,-0.7545,-1.0359,2.057
0.248139,-2.2559,-0.9883,-0.2781,2.479
0.260492,-2.1168,-1.3300,0.5370,2.557
0.268828,-1.4527,-1.4744,1.5362,2.578
0.278281,-0.3166,-1.7041,2.4070,2.966
0.288721,0.8927,-2.1989,2.3581,3.346
0.298044,1.0201,-2.0033,1.5120,2.709
0.308465,1.2396,-1.4132,1.1360,2.196
0.317966,1.4242,-0.8059,0.4897,1.708
0.327995,1.2375,-0.4651,-0.5434,1.429
0.340105,0.9513,-0.2933,-1.8287,2.082
0.349407,0.5820,-0.1908,-2.6677,2.737
0.358026,0.5442,-0.2341,-2.7369,2.800
0.367820,0.7777,-0.3060,-1.9844,2.153
0.377895,1.0356,-0.3486,-0.9598,1.454
0.388343,1.3475,-0.0375,0.1656,1.358
0.398005,1.8398,0.5005,0.9278,2.120
0.412972,1.8500,0.1102,0.7436,1.997
0.418791,2.0720,0.2359,0.0579,2.086
0.428806,2.2316,0.8966,0.4713,2.451
0.438104,2.2637,1.1647,0.5783,2.611
0.447941,1.8830,0.9787,-0.1324,2.126
0.457969,1.5239,0.9387,-0.6049,1.889
0.470490,1.3209,0.8807,-0.4380,1.647
0.478103,1.3967,0.6930,-0.2530,1.580
0.491121,1.4608,0.6173,-0.7301,1.746
0.498504,1.3068,0.3627,-1.1686,1.790
0.509122,0.8043,0.1458,-1.5016,1.710
0.518114,0.0569,0.1130,-1.9077,1.912
0.527896,-0.7458,0.1886,-2.6163,2.727
0.538014,-1.4462,0.1657,-3.3774,3.678
0.548936,-1.9232,0.2109,-3.7485,4.218
0.557958,-2.0941,0.2205,-3.5061,4.090
0.567929,-1.9659,0.1024,-3.1955,3.753
0.577953,-1.7524,0.0830,-3.0337,3.504
0.588716,-1.3636,0.1872,-2.6249,2.964
0.597919,-0.6768,0.5702,-1.8224,2.026
0.607908,0.2275,0.9619,-1.6355,1.911
0.618168,0.6641,1.0446,1.2685,1.772
0.628724,0.2728,0.7470,2.1510,2.293
0.637967,-0.1635,0.1174,1.0028,1.023
0.647943,-0.8612,-0.2224,0.9590,1.308
0.657970,-0.5240,-0.4700,-0.0711,0.707
0.668723,0.6691,-0.5416,-0.8216,1.190
0.677897,0.4097,-0.4819,-0.3423,0.719
0.687946,0.6014,-0.3442,-0.4677,0.836
0.698429,0.7571,-0.0136,-1.0800,1.319
0.708369,0.7556,0.1745,-1.7609,1.924
0.718644,0.8942,0.2490,-2.2091,2.396
0.728942,0.4315,0.0171,-1.9443,1.992
0.738440,0.1917,-0.0844,-1.7672,1.780
0.749119,0.3137,-0.0211,-1.5956,1.626
0.758241,0.1281,-0.0738,-1.7029,1.709
0.768186,-0.1075,-0.1913,-1.4231,1.440
0.790745,-0.2171,-0.2367,-1.3253,1.364
0.791443,-0.3373,-0.1610,-1.0564,1.121
0.798198,-0.4518,-0.2213,-0.6660,0.835
0.808062,-0.7544,-0.3939,-0.1456,0.863
0.818107,-0.7628,-0.3703,0.2194,0.876
0.828775,-0.5406,-0.3806,0.7714,1.016
0.837981,-0.4440,-0.3703,1.5190,1.625
0.848056,-0.4854,-0.3315,1.9129,2.001
0.858944,-0.4569,-0.2738,1.9727,2.043
0.868511,-0.5639,-0.2352,1.9630,2.056
0.878009,-0.4868,-0.1249,1.7271,1.799
0.887932,-0.7653,0.0211,1.5989,1.773
0.898744,-0.7115,0.3720,1.4709,1.676
0.912714,-0.3867,0.6747,1.1572,1.394
0.918397,-0.3412,0.9892,0.8737,1.363
0.928241,-0.4061,1.0705,0.7579,1.373
0.938403,-0.4689,0.8797,0.9671,1.389
0.948668,-0.5432,0.7117,1.1286,1.441
0.958349,-0.6136,0.5750,1.2421,1.500
0.967944,-0.6613,0.3511,1.6701,1.830
0.978444,-0.7038,0.1754,2.0687,2.192
0.989390,-0.6364,0.1723,2.1031,2.204
0.998028,-0.7349,0.3688,2.0080,2.170
1.008023,-0.5331,0.5091,1.6458,1.803
1.018086,-0.3396,0.6329,1.3601,1.538
1.028569,-0.3227,0.6928,1.1122,1.349
1.043740,-0.3172,0.6317,1.0007,1.225
1.048929,-0.2843,0.5882,0.9182,1.127
1.068770,-0.2416,0.4940,0.9430,1.092
1.069409,-0.0605,0.4777,0.8304,0.960
1.078146,-0.3770,0.4806,1.0902,1.250
1.087970,-0.0819,0.5503,0.7902,0.966
1.097983,-0.0686,0.5107,0.9015,1.038
1.108397,-0.0858,0.4128,1.0033,1.088
1.117958,0.0118,0.4138,0.8891,0.981
1.127957,-0.0296,0.3957,0.7843,0.879
1.137976,-0.0861,0.2895,0.6303,0.699
1.148994,-0.1186,0.2718,0.3780,0.480
1.158058,-0.1377,0.1953,0.2138,0.321
1.173701,-0.1961,0.0204,0.2850,0.347
1.178556,-0.2259,-0.0969,0.3754,0.449
1.198978,-0.1278,-0.0694,0.3278,0.359
1.199610,-0.1089,0.1795,0.3672,0.423
1.208272,0.0679,0.0701,-0.0756,0.123
1.218907,-0.0081,0.1642,-0.2442,0.294
1.228771,0.0592,0.1710,-0.4516,0.487
1.238024,0.2640,0.2015,-0.5497,0.642
1.248006,0.3110,0.1791,-0.4105,0.545
1.258304,0.2693,0.0536,-0.1618,0.319
1.268567,0.2865,0.0087,0.0777,0.297
1.278056,0.3213,-0.0765,0.2680,0.425
1.288011,0.3148,-0.1852,0.3984,0.540
1.298865,0.2285,-0.2493,0.4096,0.531
1.308877,0.1913,-0.2092,0.3019,0.414
1.318239,0.2621,-0.1418,0.1543,0.336
1.328143,0.2743,-0.0653,0.0751,0.292
1.337967,0.3065,0.0116,0.1039,0.324
1.367439,0.2598,0.0100,0.2112,0.335
1.368035,0.1832,-0.0317,0.3377,0.385
1.368226,0.0879,-0.0950,0.4930,0.510
1.378283,-0.0138,-0.1111,0.5102,0.522
1.389049,-0.0637,-0.0706,0.5070,0.516
1.398635,-0.1128,-0.0426,0.5813,0.594
1.408076,-0.0918,0.0022,0.5272,0.535
1.418084,-0.0673,0.0550,0.4626,0.471
1.429695,0.0122,0.1659,0.2995,0.343
1.437993,0.1481,0.3062,0.0186,0.341
1.448074,0.2412,0.4469,-0.3603,0.623
1.458072,0.2583,0.5392,-0.6703,0.898
1.468949,0.2139,0.4660,-0.6953,0.864
1.495146,0.2009,0.3347,-0.5433,0.669
1.495747,0.2081,0.2028,-0.3715,0.472
1.498159,0.2854,0.1479,-0.2001,0.379
1.508828,0.3362,0.0520,-0.0878,0.351
1.518051,0.3530,-0.0341,0.0243,0.355
1.528046,0.3893,-0.0788,-0.0096,0.397
1.538266,0.3494,-0.1195,-0.0229,0.370
1.548992,0.3200,-0.1951,0.0141,0.375
1.559049,0.2404,-0.3059,0.1015,0.402
1.568080,0.2095,-0.4334,0.1702,0.511
1.578113,0.0701,-0.5193,0.1611,0.548
1.588730,-0.0180,-0.4964,0.2406,0.552
1.597943,0.1923,-0.7378,-0.2486,0.802
1.627531,0.1264,-0.8112,-0.3353,0.887
1.628332,-0.0344,-0.8310,-0.3029,0.885
1.629231,0.1068,-0.9538,-0.1316,0.969
1.638370,0.0501,-1.1208,0.2667,1.153
1.648324,0.0070,-1.1484,0.4696,1.241
1.658232,0.0170,-1.0401,0.6328,1.218
1.668503,0.0500,-0.8675,0.6475,1.084
1.678176,0.1071,-0.5936,0.3658,0.705
1.690120,0.1471,-0.3752,-0.0355,0.405
1.698088,0.1981,-0.1704,-0.3400,0.429
1.708846,0.1605,-0.0456,-0.5274,0.553
1.718391,0.1134,0.0106,-0.6951,0.704
1.728058,0.1437,0.0386,-0.6760,0.692
1.741645,0.1243,0.0774,-0.6371,0.654
1.748862,0.1155,0.1162,-0.7060,0.725
1.773509,0.1349,0.2526,-0.8142,0.863
1.774009,0.1891,0.4276,-0.8245,0.948
1.778061,0.2365,0.5527,-0.7664,0.974
1.788772,0.2854,0.6275,-0.6596,0.954
1.798018,0.2767,0.6429,-0.5137,0.868
1.808011,0.2714,0.5112,-0.3382,0.670
1.817891,0.1836,0.3808,-0.1621,0.453
1.828489,0.0381,0.2343,0.0052,0.237
1.837967,0.0152,0.1424,0.2136,0.257
1.848001,-0.0029,0.0854,0.5609,0.567
1.858192,-0.0761,0.0014,0.8894,0.893
1.872758,-0.1160,-0.1033,1.0899,1.101
1.878004,-0.1826,-0.1831,1.1321,1.161
1.891478,-0.2661,-0.2287,0.8980,0.964
1.898289,-0.3268,-0.2490,0.4859,0.636
1.908564,-0.3367,-0.2607,0.1421,0.449
1.918103,-0.4938,-0.3882,-0.0834,0.634
1.928007,-0.3210,-0.4342,0.0451,0.542
1.938280,-0.2561,-0.4768,-0.1880,0.573
1.950082,-0.2833,-0.4572,-0.4788,0.720
1.958007,-0.1307,-0.5305,-0.5814,0.798
1.968011,-0.1007,-0.6946,-0.7892,1.056
1.978235,0.0029,-0.7425,-0.9744,1.225
1.988683,0.1012,-0.8818,-1.4017,1.659
1.999531,0.4817,-0.5575,-0.8755,1.144
2.008122,0.6205,-0.2888,-0.6404,0.937
2.018179,1.1665,-0.4709,-0.8150,1.499
2.028955,1.8124,-1.0463,-0.8989,2.278
2.038102,2.1389,-1.4365,-0.3416,2.599
2.065001,2.0983,-1.4256,0.1421,2.541
2.066860,1.9173,-1.1018,0.5130,2.270
2.068899,1.8399,-0.8558,0.6044,2.117
2.078583,1.8765,-0.7338,0.3079,2.038
2.088460,2.0593,-0.7317,-0.0812,2.187
2.098696,2.3435,-0.8340,-0.0010,2.487
2.108921,2.3908,-1.1968,0.4620,2.713
2.118080,2.1607,-1.7157,0.9251,2.910
2.128377,2.0401,-2.2895,1.3288,3.342
2.138400,1.9834,-3.0827,2.0939,4.222
2.148705,1.5390,-3.4738,3.1602,4.942
2.158026,1.2239,-3.1245,3.9157,5.157
2.168182,0.9416,-2.4291,3.9433,4.726
2.192524,0.0824,-1.9649,3.6123,4.113
2.194309,0.8784,-1.1540,2.9580,3.294
2.198230,1.6630,-0.9514,1.4569,2.407
2.209098,2.1788,-1.3163,0.1433,2.550
2.218462,1.5833,-1.9433,-0.8070,2.633
2.228704,0.7188,-2.3291,-1.3478,2.785
2.238056,0.9818,-2.0095,-1.6202,2.762
2.248304,1.9675,-1.2387,-1.7782,2.927
2.258810,2.5565,-0.4232,-1.8316,3.173
2.268803,2.6633,0.1977,-1.9987,3.336
2.278038,2.6606,0.4934,-2.2897,3.545
2.288058,2.3479,0.3118,-2.5855,3.506
2.298470,2.1989,0.0007,-2.7450,3.517
2.320731,1.9579,-0.6707,-3.0915,3.720
2.322338,1.6575,-1.3620,-3.2246,3.873
2.328208,1.3853,-2.3653,-2.8607,3.962
2.338135,1.1778,-3.4238,-2.3913,4.339
2.349011,0.8267,-3.8476,-1.4059,4.179
2.358239,0.7508,-3.6568,-0.5006,3.766
2.368312,1.2386,-3.5367,-0.1335,3.750
2.378636,1.5269,-3.8143,-0.0790,4.109
2.390192,1.2998,-4.0572,-0.0526,4.261
2.398733,0.7362,-4.3706,-0.1281,4.434
2.408439,0.0808,-5.0094,-0.0643,5.010
2.418353,-0.6117,-6.2391,1.0167,6.351
2.429156,-1.4946,-7.4931,2.9894,8.205
2.440427,-2.5682,-7.9527,5.3522,9.924
2.449501,-2.8782,-7.5987,6.7337,10.553
2.466845,-2.5723,-6.8151,7.2410,10.271
2.469180,-1.7364,-5.7469,6.8183,9.085
2.490568,-0.8040,-4.3964,6.2509,7.684
2.492116,0.0747,-2.9136,5.8055,6.496
2.505499,0.3677,-1.5942,5.5574,5.793
2.509134,0.3315,-1.0130,5.2693,5.376
2.519145,0.7528,-0.4879,5.6685,5.739
2.528271,0.7636,0.0462,6.4980,6.543
2.538534,0.3256,0.6784,6.5188,6.562
2.548786,0.1957,1.5673,5.5076,5.730
2.558415,0.8768,2.8141,4.2006,5.132
2.569256,1.7067,4.4358,3.1754,5.716
2.578825,2.2530,5.6022,1.9635,6.349
2.590226,2.6001,6.4833,1.2129,7.090
2.598406,2.4173,7.5973,1.1482,8.055
2.608252,2.4192,7.9848,1.1235,8.419
2.618383,2.6764,7.2559,1.1743,7.822
2.628517,2.8520,6.2294,1.8576,7.099
2.638285,2.6893,5.6750,2.8257,6.886
2.649080,2.2520,5.8207,3.2865,7.054
2.658272,1.8992,6.0218,2.9735,6.979
2.668791,2.0364,6.3198,2.5722,7.121
2.678460,2.6316,6.9881,2.5295,7.884
2.688410,2.6553,7.9233,2.7870,8.809
2.698772,3.4821,8.2374,2.7622,9.360
2.708725,3.7730,8.1528,3.0447,9.485
2.718622,3.7387,8.1956,4.1370,9.913
2.729754,4.3938,7.3568,4.7669,9.806
2.738655,4.4195,6.3046,5.2923,9.343
2.767356,3.9410,5.6403,5.2972,8.684
2.769401,3.5452,5.2599,4.6125,7.843
2.770008,3.2769,5.0198,3.9204,7.163
2.778476,2.7143,5.0379,3.3868,6.650
2.788567,2.6454,4.8857,3.0951,6.360
2.798518,2.8954,4.6135,2.8700,6.157
2.808161,3.1091,4.3571,2.7119,6.000
2.818196,3.3442,4.2037,2.1999,5.805
2.828848,3.5215,4.0452,2.1212,5.768
2.837992,3.8581,3.7461,1.7435,5.653
2.848201,3.9213,3.0525,2.1429,5.412
2.858346,4.8512,2.6847,2.4715,6.070
2.869287,5.6654,2.7363,2.7567,6.869
2.889986,6.2127,2.8486,2.8767,7.415
2.891783,6.4503,2.7814,2.9206,7.607
2.898843,6.3090,2.4933,2.8679,7.365
2.910133,5.9875,2.0534,2.7351,6.895
2.918508,5.6857,1.5434,2.8263,6.534
2.928477,5.4966,1.1358,3.1715,6.447
2.938408,5.4540,0.8942,3.2864,6.430
2.948924,5.7171,0.7601,2.7523,6.390
2.959561,6.0969,0.9253,1.9905,6.480
2.968669,6.4692,1.3723,1.2747,6.735
2.978531,6.6305,1.8952,0.6342,6.925
2.988993,6.6436,2.1312,0.0294,6.977
2.998501,6.9186,1.6255,-0.2647,7.112
3.022654,7.1743,0.4492,-0.2828,7.194
3.024202,6.9373,-0.7672,-0.0302,6.980
3.028892,5.4322,-1.5400,0.0971,5.647
3.038329,3.8750,-2.2097,0.6477,4.508
3.048504,3.0003,-2.8212,0.8364,4.202
3.058733,1.9559,-2.7768,0.7807,3.485
3.069125,1.3356,-2.9564,1.3044,3.497
3.078448,1.9798,-3.9102,1.0585,4.509
3.089781,1.9243,-5.0680,0.7919,5.479
3.098670,1.1674,-5.8998,0.5980,6.044
3.109017,0.0223,-6.1985,0.4357,6.214
3.118262,-0.9339,-5.9032,0.2628,5.982
3.129337,-1.2148,-5.5877,0.0213,5.718
3.140857,-1.4021,-5.2677,-0.2548,5.457
3.149229,-1.7129,-5.0314,-0.4356,5.333
3.167110,-2.0000,-5.0496,-0.6298,5.468
3.168730,-2.3710,-5.2447,-1.0459,5.850
3.178210,-2.5425,-5.7033,-1.4589,6.413
3.188724,-2.7134,-6.1381,-1.4835,6.873
3.198500,-2.7885,-6.2619,-1.2837,6.974
3.208716,-2.3103,-6.2378,-1.0432,6.733
3.228153,-2.7561,-5.8019,-0.8129,6.474
3.229201,-2.5157,-5.7808,-1.2440,6.426
3.238570,-2.5893,-5.8852,-1.7233,6.657
3.248335,-2.7513,-5.9972,-2.1331,6.934
3.258401,-2.7778,-5.9789,-2.1544,6.936
3.271795,-2.8633,-5.9310,-2.3566,6.995
3.279258,-3.3474,-6.3942,-2.8756,7.769
3.293485,-4.2703,-7.1596,-3.4078,9.006
3.298882,-5.2761,-7.8439,-3.4885,10.076
3.309953,-5.9983,-8.3281,-3.4152,10.817
3.329741,-6.2828,-8.7326,-3.3844,11.278
3.332318,-6.2883,-8.9859,-3.3636,11.472
3.339123,-5.9378,-9.0677,-3.2664,11.320
3.351379,-5.4854,-9.3048,-3.1489,11.251
3.358755,-5.0576,-9.8186,-2.9778,11.439
3.368755,-4.7915,-10.1878,-2.5934,11.553
3.389514,-4.6570,-10.5202,-2.2017,11.714
3.391271,-4.3894,-11.1777,-1.9375,12.164
3.414973,-4.0485,-11.9511,-1.5207,12.710
3.415837,-3.6647,-12.5800,-1.3606,13.173
