time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000826,0.3031,-0.0642,-0.6682,0.737
0.007106,0.3018,-0.2307,-1.0016,1.071
0.017030,0.4379,-0.2659,-0.9772,1.103
0.028405,0.4821,-0.2566,-0.8711,1.028
0.036999,0.2482,-0.2806,-0.7033,0.797
0.047031,-0.2016,-0.1705,-0.3358,0.427
0.057034,-0.3935,-0.1034,0.0464,0.409
0.067874,-0.2862,-0.0235,0.1421,0.320
0.077294,-0.1492,-0.0209,0.3068,0.342
0.087281,-0.0560,-0.0300,0.4747,0.479
0.096980,0.0942,-0.0147,0.3049,0.319
0.107447,0.1760,-0.0254,0.0140,0.178
0.117052,0.2266,-0.0513,-0.2913,0.373
0.127031,0.3209,-0.0510,-0.4759,0.576
0.137510,0.3189,-0.0709,-0.6205,0.701
0.147805,0.2376,-0.1181,-0.5800,0.638
0.156981,0.0952,-0.0942,-0.4921,0.510
0.167026,-0.0297,-0.1474,-0.4247,0.451
0.177036,-0.0469,-0.1313,-0.4555,0.476
0.187505,0.0546,-0.1638,-0.4469,0.479
0.196979,0.1775,-0.2253,-0.5166,0.591
0.207048,0.3220,-0.2468,-0.6548,0.770
0.217001,0.5056,-0.2370,-0.7548,0.939
0.227703,0.6681,-0.3312,-0.7490,1.057
0.236977,0.7493,-0.4011,-0.7755,1.151
0.247038,0.7159,-0.3867,-0.7467,1.104
0.257026,0.5654,-0.3660,-0.6924,0.966
0.267446,0.3759,-0.3593,-0.4256,0.672
0.277176,0.2494,-0.3482,-0.2980,0.522
0.287023,0.1692,-0.3255,-0.3077,0.479
0.297097,0.2730,-0.3313,-0.2972,0.522
0.307952,0.4943,-0.3461,-0.1683,0.626
0.316994,0.8072,-0.3596,-0.4210,0.979
0.327051,1.0807,-0.4111,-0.4575,1.243
0.336999,1.4184,-0.4711,-0.2975,1.524
0.347430,1.5098,-0.4708,-0.0779,1.583
0.356966,1.2903,-0.5306,-0.0134,1.395
0.366911,1.0587,-0.5832,-0.1131,1.214
0.376966,0.8755,-0.6785,-0.4359,1.190
0.387712,0.8882,-0.7174,-1.0314,1.539
0.396909,1.0559,-0.7851,-1.7933,2.224
0.407026,1.2650,-0.8877,-2.5174,2.954
0.420441,1.2966,-0.8779,-3.0841,3.459
0.427524,1.1770,-0.9052,-3.5640,3.861
0.437020,0.9916,-0.8674,-4.1448,4.349
0.448205,0.6219,-0.9167,-4.7011,4.830
0.457124,-0.3264,-0.8636,-2.3195,2.496
0.468038,-1.1837,-0.8257,-1.8431,2.341
0.477124,-1.5371,-0.2570,1.0194,1.862
0.487666,-3.3098,-1.0612,-0.3937,3.498
0.497359,-1.3727,1.4767,-0.7349,2.146
0.507674,-2.1402,2.6976,1.6173,3.804
0.517357,-3.6304,1.2748,1.9955,4.334
0.527093,-0.4640,-1.7285,-0.4953,1.857
0.537292,1.1597,-3.4981,-2.2152,4.300
0.547976,2.6537,-1.4963,-0.8759,3.170
0.557373,3.0398,-0.5793,-0.0545,3.095
0.567314,2.2051,-0.6848,-1.0494,2.536
0.577105,0.1874,-1.3240,-2.7512,3.059
0.588133,-0.8760,-1.6570,-3.6286,4.084
0.597484,-1.0568,-1.3511,-4.1772,4.516
0.607070,-1.0921,-0.8317,-4.3457,4.557
0.617117,-0.4021,-0.6853,-4.5745,4.643
0.627825,0.2642,-0.8716,-3.8437,3.950
0.637047,0.0063,-0.9612,-3.8312,3.950
0.647117,-0.0193,-1.0179,-4.1546,4.278
0.657088,0.7270,-0.5363,-4.5713,4.660
0.667661,0.4115,-0.6244,-3.8685,3.940
0.677049,-0.6430,-1.0465,-3.3102,3.531
0.687210,-1.7672,-1.6000,-3.2896,4.063
0.697105,-2.4980,-2.1110,-3.4634,4.764
0.708034,-2.6408,-2.4243,-3.4384,4.967
0.717464,-2.0665,-2.1854,-4.1752,5.146
0.727303,-1.5358,-1.8803,-3.7390,4.458
0.737196,-0.8252,-1.6544,-2.2772,2.933
0.747672,-0.2106,-1.0741,-1.0157,1.493
0.757203,-0.1641,-0.8340,-0.0486,0.851
0.767235,-0.8158,-1.1082,0.3068,1.410
0.778005,-1.7641,-1.7205,0.1046,2.466
0.788042,-2.8550,-2.3969,-0.1097,3.729
0.797364,-3.1224,-2.5839,-0.3981,4.072
0.807432,-2.4666,-2.4155,-0.5363,3.494
0.817524,-1.4478,-2.0619,-0.8288,2.652
0.831320,-0.4277,-1.8140,-1.2301,2.233
0.837829,0.2400,-1.7613,-1.0432,2.061
0.847751,0.4970,-1.8851,0.1180,1.953
0.859030,0.1254,-1.8342,1.8058,2.577
0.868384,-0.4221,-1.9493,2.8365,3.468
0.877607,-0.6627,-2.0212,2.8269,3.538
0.887318,-0.5681,-1.6573,2.4920,3.046
0.897494,0.0783,-1.1479,2.0474,2.349
0.908030,0.9888,-0.7686,0.9041,1.545
0.920172,1.5674,-0.1683,-0.2110,1.590
0.927624,1.5343,0.0222,-0.8075,1.734
0.937584,1.2521,-0.3347,-0.6261,1.439
0.948332,1.1632,-1.0296,0.1329,1.559
0.957796,1.2962,-1.3195,1.7076,2.517
0.967648,2.0451,-0.8280,3.1618,3.856
0.977571,3.2127,-0.5303,3.6637,4.902
0.989249,3.7598,-0.5433,3.8797,5.430
0.997615,3.7407,-0.4522,3.7490,5.315
1.007642,3.4620,-0.2841,3.6181,5.016
1.017570,2.8522,-0.3181,2.4068,3.746
1.028183,2.3448,-0.4736,1.6145,2.886
1.037729,2.2754,-0.3571,1.3579,2.674
1.047536,2.1468,-0.3371,1.2835,2.524
1.057881,2.2905,-0.2959,1.6286,2.826
1.068111,2.2972,-0.1353,2.0504,3.082
1.077531,2.3423,0.1686,2.0991,3.150
1.087503,2.6325,0.4559,1.4819,3.055
1.097383,2.6733,0.6298,0.9305,2.900
1.108154,2.6387,0.6643,0.4813,2.763
1.117516,2.5617,0.5254,0.1034,2.617
1.127690,2.4171,0.2863,-0.0678,2.435
1.137511,2.2876,0.0700,0.1721,2.295
1.147905,2.2163,-0.1503,0.3100,2.243
1.157600,2.1367,-0.1486,0.3721,2.174
1.168143,2.2746,0.0352,0.4059,2.311
1.177424,2.3930,0.4182,0.2438,2.441
1.188462,2.7531,0.7908,-0.1913,2.871
1.197527,3.3383,1.3448,-0.6290,3.654
1.207434,3.6782,1.8697,-0.6376,4.175
1.217605,3.5601,2.0458,-0.6546,4.158
1.227741,2.9347,1.7148,-0.5529,3.444
1.237469,2.2897,1.1590,-0.1358,2.570
1.247500,1.6593,0.4886,0.1379,1.735
1.261396,1.2057,0.0191,-0.0472,1.207
1.268723,1.0963,-0.0533,-0.5810,1.242
1.277569,1.3814,0.2063,-1.2957,1.905
1.287518,1.6407,0.6658,-1.9872,2.662
