time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000871,-1.0603,-0.7776,-0.8731,1.578
0.007258,-1.1247,-0.4662,-0.8446,1.482
0.016774,-0.6249,-0.1847,-1.2003,1.366
0.027033,0.0532,0.0058,-1.6246,1.625
0.037193,0.0087,0.0120,-1.1038,1.104
0.047868,0.0202,-0.1298,-0.3035,0.331
0.056796,0.3670,-0.1128,-0.2923,0.483
0.066879,0.6395,-0.2074,-0.6875,0.962
0.077053,0.6863,-0.1955,-0.9987,1.227
0.087524,0.5975,0.0659,-1.3244,1.454
0.097020,0.3847,0.4549,-1.7534,1.852
0.107005,0.7428,1.1341,-2.1390,2.532
0.117038,1.1246,1.5290,-1.2555,2.276
0.127830,1.1087,1.1693,-1.0264,1.910
0.136946,0.4728,0.7470,-0.9919,1.329
0.147203,-0.0565,0.1851,-0.5340,0.568
0.157297,-0.2999,-0.1786,-0.3497,0.494
0.167587,-0.4649,-0.3522,-0.4200,0.719
0.176967,-0.5263,-0.4038,0.4806,0.819
0.187020,0.0631,-0.1601,-0.2863,0.334
0.197162,0.6166,0.0922,-0.6724,0.917
0.207933,0.8123,0.1268,-0.5577,0.993
0.217025,0.4592,-0.1493,-0.7663,0.906
0.227037,0.2699,0.0211,-0.5822,0.642
0.237077,0.3956,0.1061,-0.1625,0.441
0.247658,0.3167,-0.2790,0.4930,0.649
0.257191,0.0177,-0.6312,0.8428,1.053
0.267441,0.0616,-0.6744,1.0509,1.250
0.277084,0.5602,-0.4876,0.8904,1.159
0.290091,1.0645,-0.2288,0.6265,1.256
0.297580,1.5057,0.2001,0.1917,1.531
0.307168,1.7119,0.4366,-0.1384,1.772
0.316960,1.5532,0.5608,-0.6475,1.774
0.327537,1.0816,0.4772,-1.0591,1.587
0.337192,0.8176,0.4222,-1.2738,1.571
0.347010,0.8985,0.3771,-1.1638,1.518
0.357052,0.9877,0.1241,-1.0043,1.414
0.367676,0.9531,-0.0047,-1.0220,1.397
0.376911,0.9712,-0.0584,-1.0012,1.396
0.386966,1.0129,-0.0476,-1.0893,1.488
0.397353,1.0599,-0.0702,-1.3158,1.691
0.407396,1.1300,-0.2222,-1.3552,1.778
