time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000788,-0.7907,0.0223,-2.0518,2.199
0.008583,-1.0555,0.0193,-1.7216,2.019
0.018596,-1.1415,-0.0005,-1.3597,1.775
0.030283,-0.8884,0.1452,-1.0425,1.377
0.038705,-0.3096,0.2874,-0.5129,0.664
0.048724,0.0647,0.2080,0.4370,0.488
0.058705,-0.0362,0.0014,1.0943,1.095
0.069128,-0.1669,-0.1604,1.4613,1.480
0.078820,-0.2745,-0.2033,1.3823,1.424
0.088647,-0.8468,-0.2653,0.8470,1.227
0.098723,-1.0749,-0.1667,0.0889,1.091
0.109365,-1.0328,-0.0799,-0.4724,1.139
0.118814,-1.2403,-0.2634,-0.6340,1.418
0.128744,-1.6019,-0.5067,-0.5147,1.757
0.138811,-1.9466,-0.7125,-0.4275,2.117
0.149237,-2.1693,-0.9449,-0.5076,2.420
0.158777,-2.3309,-1.0452,-0.5666,2.617
0.168990,-2.3602,-1.0460,-0.6136,2.654
0.178868,-2.3519,-1.0541,-0.9628,2.751
0.189490,-2.1828,-0.9972,-1.4875,2.823
0.199359,-1.9723,-0.9411,-1.8851,2.886
0.209615,-1.6304,-0.8817,-2.1079,2.807
0.218939,-1.2680,-0.8441,-2.2063,2.681
0.229457,-0.8307,-0.7390,-2.1799,2.447
0.238814,-0.5872,-0.6764,-2.0961,2.279
0.248827,-0.6912,-0.6993,-1.9434,2.178
0.259132,-0.9449,-0.7721,-2.0338,2.372
0.269578,-1.2241,-0.7394,-2.2592,2.674
0.279090,-1.3600,-0.7767,-2.5715,3.011
0.289243,-1.3442,-0.8415,-2.6886,3.121
0.299477,-1.2245,-0.8913,-2.7108,3.105
0.309359,-1.1118,-0.8069,-2.5799,2.923
0.318776,-1.0839,-0.6660,-2.2963,2.625
0.328876,-1.1653,-0.5286,-2.0156,2.387
0.339468,-1.1971,-0.5053,-1.6777,2.122
0.349559,-1.1824,-0.4438,-1.1537,1.711
0.358815,-1.2287,-0.2902,-0.5985,1.397
0.368721,-1.5491,-0.1845,-0.1190,1.565
0.380849,-1.8142,-0.1887,0.1740,1.832
0.389184,-1.6549,-0.3240,0.4082,1.735
0.398745,-1.0556,-0.3115,0.8203,1.373
0.408835,-0.2755,-0.0425,1.2487,1.279
0.418794,0.2920,0.1185,0.9887,1.038
0.429690,0.4956,0.1779,0.4437,0.689
0.438854,0.5182,0.1049,0.1243,0.543
0.448936,0.6987,0.1266,-0.5189,0.879
0.458868,1.0255,0.3276,-1.2428,1.644
0.469956,1.2513,0.3849,-2.0707,2.450
0.478979,1.3887,0.2903,-2.7228,3.070
0.488899,1.5319,0.1894,-3.0655,3.432
0.498796,1.4315,0.0652,-3.3258,3.621
0.509622,0.9904,-0.2016,-3.6796,3.816
0.518684,0.6061,-0.4363,-3.8517,3.923
0.528672,0.5307,-0.4052,-3.5668,3.629
0.538678,0.6924,-0.1872,-3.1192,3.201
0.549269,0.9207,0.1676,-2.4597,2.632
0.558766,1.2886,0.4928,-1.8828,2.334
0.568750,1.5847,0.5716,-1.3492,2.158
0.578842,1.5931,0.3434,-0.6521,1.755
0.589519,1.4763,-0.0764,-0.0257,1.478
0.598623,1.2352,-0.4668,0.4641,1.400
0.608740,0.7268,-0.9691,0.6242,1.363
0.618734,0.2405,-1.4884,0.5251,1.597
0.629135,0.0286,-1.7793,0.4210,1.829
0.638835,0.1740,-1.8109,0.3294,1.849
0.648781,0.5444,-1.8461,0.3661,1.959
0.658808,1.0648,-1.7080,0.4322,2.059
0.669606,1.5500,-1.3862,0.2829,2.099
0.678787,1.6222,-1.2608,0.1044,2.057
0.688726,1.4227,-1.2784,-0.2607,1.930
0.698862,1.0363,-1.4058,-0.6275,1.856
0.709295,0.6732,-1.5904,-0.8212,1.912
0.719550,0.3523,-1.7518,-0.6869,1.914
0.734265,0.2699,-1.8896,-0.4612,1.964
0.739081,0.2617,-1.9665,0.0419,1.984
0.749911,0.3174,-1.9263,0.3921,1.991
0.758998,0.2718,-1.9293,0.4243,1.994
0.769068,0.1801,-1.9790,0.5516,2.062
0.779565,0.2012,-2.0099,0.5302,2.088
