time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003580,0.2992,0.8447,-0.2750,0.937
0.013296,-0.2398,0.1047,-1.0271,1.060
0.021671,-0.3501,-0.4897,-1.7041,1.807
0.031720,-0.1140,-0.5259,-1.3075,1.414
0.042274,0.1805,-0.7341,-0.2277,0.790
0.051662,0.3959,-0.7509,1.1116,1.399
0.061703,0.7181,-0.5395,1.6309,1.862
0.071643,0.5564,-0.4325,1.0642,1.276
0.082384,0.3227,-0.0990,0.0568,0.342
0.091674,-0.0047,-0.2054,-0.2272,0.306
0.101655,0.1913,-0.3941,-0.6402,0.776
0.111661,0.3825,-0.4522,-0.9930,1.156
0.122117,0.2693,-0.3939,-1.2351,1.324
0.131670,0.1057,-0.2756,-1.2975,1.331
0.143023,0.0262,-0.1374,-1.5040,1.510
0.151742,0.0789,0.0377,-1.6604,1.663
0.162474,0.4285,0.5210,-2.1121,2.217
0.171678,0.1093,0.3872,-1.1941,1.260
0.182061,0.0997,0.0663,0.3292,0.350
0.191956,0.3434,-0.2521,0.4111,0.592
0.202404,0.1469,-0.5694,0.1308,0.602
0.211824,0.0261,-0.2357,-0.5215,0.573
0.221710,-0.5494,-0.3660,-0.9778,1.180
0.231880,-0.4525,-0.8807,-1.1896,1.548
0.242736,0.0184,-0.7531,-1.0773,1.315
0.251970,-0.0754,-0.5221,-0.8954,1.039
0.262103,-0.1309,-0.3274,-1.0558,1.113
0.272828,0.1041,-0.2486,-1.2157,1.245
0.282380,0.6002,-0.0384,-1.4433,1.564
0.292002,0.5838,-0.2634,-1.2080,1.367
0.301854,0.6486,-0.3651,-0.7359,1.047
0.312082,0.6577,-0.3589,-0.6257,0.976
0.323040,0.9253,-0.1635,-1.4293,1.711
0.331924,1.2968,-0.0305,-1.0307,1.657
0.342055,1.2609,-0.2549,-1.2937,1.824
0.351893,1.3482,-0.3797,-1.1470,1.810
0.362436,1.1301,-0.3610,-1.0196,1.564
0.371928,0.7751,-0.3438,-1.0183,1.325
0.382039,0.5003,-0.4144,-0.9661,1.164
0.391998,0.0952,-0.6590,-0.7350,0.992
0.402899,-0.2370,-0.9001,-0.5313,1.072
0.411928,-0.4727,-1.0876,-0.3847,1.247
0.421913,0.2302,-0.9175,-0.3741,1.017
0.431987,0.6198,-0.7739,-0.1271,1.000
0.442744,0.5744,-0.5319,0.0414,0.784
0.452419,0.4991,-0.4493,-0.0264,0.672
0.461981,0.5101,-0.5266,-0.1739,0.753
0.471956,0.4206,-0.6052,-0.3222,0.804
0.482753,0.2496,-0.5745,-0.4998,0.801
0.492121,0.3068,-0.4618,-0.5098,0.753
0.505984,0.2361,-0.4354,-0.3579,0.611
0.511964,0.0821,-0.3682,-0.3504,0.515
0.522696,0.0233,-0.1849,-0.4762,0.511
0.532380,0.0205,-0.1202,-0.6705,0.681
0.541912,0.0126,0.0332,-0.7070,0.708
0.551912,0.0007,0.1795,-0.7419,0.763
0.562674,-0.0424,0.2709,-0.8338,0.878
0.572254,-0.0989,0.2985,-0.9134,0.966
0.582361,-0.3257,0.1558,-0.9605,1.026
0.591972,-0.6142,0.0309,-0.8665,1.063
0.602446,-0.7932,-0.0253,-0.6997,1.058
0.611844,-0.7538,-0.0928,-0.3136,0.822
0.621967,-0.6820,-0.0962,0.2613,0.737
0.631947,-0.8105,0.0278,0.5031,0.954
0.642723,-0.8256,0.2554,0.3901,0.948
0.651977,-0.8221,0.4578,0.2169,0.966
0.661908,-0.8348,0.6559,0.2496,1.091
0.672043,-0.9553,0.7425,0.3224,1.252
0.682578,-1.0386,0.8072,0.5539,1.427
0.691918,-1.0246,0.7134,0.9249,1.554
0.701959,-1.0849,0.6090,1.3763,1.855
0.714238,-1.0985,0.5627,1.7996,2.182
0.723207,-1.1018,0.5044,2.2034,2.515
0.732071,-1.1706,0.4819,2.5865,2.880
0.742609,-1.0551,0.5834,2.9476,3.185
0.752268,-0.9577,0.7096,3.2456,3.458
0.762780,-0.9347,0.9179,3.2631,3.516
0.772120,-0.8676,1.0803,2.9698,3.277
0.782043,-0.7488,1.1981,2.5826,2.944
0.792104,-0.6384,1.2943,2.2209,2.649
0.802905,-0.6261,1.3416,1.8765,2.390
0.812025,-0.5779,1.2824,1.7076,2.212
0.822089,-0.5657,1.0962,1.6852,2.088
0.832279,-0.6605,0.8303,1.6425,1.955
0.849971,-0.6745,0.6111,1.5391,1.788
0.852084,-0.6560,0.4877,1.5319,1.736
0.877416,-0.6238,0.4694,1.3851,1.590
0.878229,-0.5694,0.5356,1.2455,1.470
0.883099,-0.4296,0.5575,1.2118,1.401
0.892341,-0.2453,0.6027,1.2447,1.405
0.902307,-0.1438,0.5922,1.2262,1.369
0.912272,-0.1542,0.4184,1.1267,1.212
0.922459,-0.1376,0.2306,1.1435,1.175
0.931874,-0.0336,0.0112,1.1889,1.189
0.941937,0.0823,-0.1207,1.2333,1.242
0.951845,0.1923,-0.2039,1.2278,1.259
0.962715,0.3061,-0.2676,1.1823,1.250
0.971843,0.4134,-0.2729,1.0084,1.123
0.982056,0.5126,-0.2396,0.8144,0.992
0.995801,0.5428,-0.3043,0.5912,0.858
1.004104,0.5344,-0.5293,0.4448,0.874
1.026326,0.5557,-0.6953,0.4134,0.981
1.026920,0.5190,-0.9311,0.4108,1.142
1.032055,0.4832,-1.0947,0.3803,1.256
1.042894,0.4592,-1.2546,0.4493,1.410
1.052031,0.3907,-1.2837,0.4406,1.412
1.061919,0.3186,-1.2316,0.3633,1.323
1.072834,0.2140,-1.2160,0.2565,1.261
1.083682,0.1749,-1.1302,0.0513,1.145
1.093678,0.1394,-1.0140,-0.1441,1.034
1.102029,0.1434,-0.9664,-0.3198,1.028
1.111995,0.2634,-0.8608,-0.4070,0.988
