time,ax,ay,az,atotal
0.002716064453125,-1.87,-1.8,0.24,2.6
0.004191160202026367,-2.31,-2.07,-0.02,3.1
0.005214214324951172,-0.6,-0.79,-0.94,1.36
0.027317047119140625,0.77,-0.74,0.06,1.06
0.028733253479003906,0.71,0.58,0.94,1.31
0.03989219665527344,0.96,1.65,0.44,1.95
0.04141807556152344,0.08,0.91,0.08,0.91
0.05769014358520508,-0.8,0.4,0.01,0.89
0.05918622016906738,-0.34,0.27,-0.13,0.45
0.0741581916809082,0.15,0.15,-0.24,0.32
0.10159826278686523,0.05,-0.08,-0.11,0.14
0.10349321365356445,-0.11,-0.15,0.08,0.2
0.1049489974975586,-0.06,-0.22,0.25,0.33
0.12370014190673828,0.05,-0.23,0.26,0.35
0.12509417533874512,0.06,-0.23,0.29,0.37
0.14021730422973633,-0.11,-0.12,0.3,0.34
0.14166522026062012,-0.1,-0.1,0.18,0.22
0.15779614448547363,-0.13,-0.09,0.08,0.17
0.1601090431213379,-0.1,-0.02,-0.05,0.11
0.17463207244873047,-0.04,-0.02,-0.08,0.09
0.1995251178741455,0.02,0.01,-0.09,0.09
0.20127105712890625,0.1,0.02,-0.05,0.11
0.2023782730102539,0.06,0.01,0.0,0.06
0.20752620697021484,-0.01,-0.02,0.15,0.15
0.21780920028686523,-0.01,-0.11,0.2,0.22
0.2275381088256836,-0.04,-0.05,0.22,0.22
0.23764419555664062,-0.07,0.01,0.1,0.12
0.24744701385498047,-0.03,-0.05,0.03,0.06
0.25731921195983887,0.1,-0.11,0.08,0.16
0.2670881748199463,0.21,-0.09,0.22,0.31
0.2777721881866455,0.2,-0.07,0.32,0.38
0.30716514587402344,0.08,-0.11,0.19,0.23
0.3089461326599121,0.03,-0.11,0.15,0.18
0.31030917167663574,0.14,-0.18,0.13,0.26
0.32447004318237305,0.49,-0.37,0.02,0.61
0.3266119956970215,0.53,-0.61,-0.28,0.85
0.34012699127197266,0.38,-0.79,-0.6,1.06
0.34652233123779297,0.33,-0.88,-0.58,1.1
0.35692715644836426,0.39,-0.63,-0.33,0.81
0.36664533615112305,0.45,-0.87,-0.44,1.07
