time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000856,-0.2515,-0.2359,-1.8719,1.903
0.008079,-0.4612,-0.1525,-1.8557,1.918
0.018069,-0.5667,0.1319,-1.8826,1.970
0.028540,-1.0410,0.1410,-1.8857,2.159
0.037955,-1.2718,0.0208,-1.6992,2.123
0.048041,-0.8187,0.0368,-1.4206,1.640
0.058533,-0.3941,-0.0455,-1.0872,1.157
0.068733,-0.2221,-0.2278,-0.5513,0.637
0.077978,0.1145,-0.1444,0.9891,1.006
0.087988,0.8045,-0.3208,0.8382,1.205
0.097943,0.9827,-0.5575,1.2075,1.654
0.109719,0.7895,-0.6170,1.7198,1.990
0.118133,0.8169,-0.5467,1.6850,1.951
0.128029,0.7922,-0.5957,1.5126,1.808
0.138586,0.7847,-0.6068,1.3393,1.667
0.148765,0.9719,-0.5834,1.0399,1.538
0.158117,1.0714,-0.6225,0.5796,1.368
0.167976,1.0411,-0.6359,0.5111,1.323
0.177978,0.8529,-0.5463,0.2201,1.036
0.188736,1.7047,-0.7213,-0.1931,1.861
0.197961,1.1104,-1.0001,-0.2570,1.516
0.208021,0.9315,-0.7731,-0.2260,1.231
0.218255,0.7230,-0.5226,-0.5217,1.033
0.228753,0.4651,-0.5160,-0.4095,0.806
0.238719,0.1509,-0.9042,0.1682,0.932
0.248364,-0.4208,-1.4172,1.0633,1.821
0.258346,-0.3852,-1.2768,1.3047,1.866
0.268656,-0.0081,-0.9572,0.9504,1.349
0.278195,0.1526,-0.5804,0.8504,1.041
0.288213,0.1622,0.0420,1.2411,1.252
0.298206,-0.1246,0.4911,1.1948,1.298
0.308986,-1.0155,0.2934,0.8682,1.368
0.318126,-1.7886,-0.3532,0.2851,1.845
0.328217,-2.1033,-1.1716,-0.3934,2.440
0.338307,-2.5414,-1.7828,-0.5648,3.155
0.348610,-2.9943,-2.3181,-1.5413,4.088
0.358343,-2.6373,-1.2600,-2.0852,3.590
0.368263,-2.2978,-0.2666,-2.2919,3.256
0.378273,0.5542,1.4541,1.0069,1.853
0.389162,2.2530,3.3825,-1.1406,4.221
0.398423,2.0302,3.4911,0.1123,4.040
0.408342,2.0724,2.9738,0.9009,3.735
0.418301,1.8014,1.8491,0.6934,2.673
0.428717,1.9253,1.0432,0.4135,2.228
0.438325,2.1986,0.5953,0.2944,2.297
0.448224,2.1899,0.3195,-0.6333,2.302
0.458293,1.8445,0.6669,-0.8524,2.139
0.469209,1.4566,0.9415,-1.9574,2.615
0.478265,0.9434,1.2178,-2.8173,3.211
0.488803,0.3741,1.7704,-3.0145,3.516
0.499272,0.6000,1.6589,-2.7149,3.238
0.509211,0.7508,1.3233,-1.9056,2.438
0.519248,0.7994,1.0390,-0.8581,1.567
0.528381,0.7112,0.6166,-0.5201,1.075
0.538382,0.8815,0.3862,-0.1068,0.968
0.549020,1.2686,0.4077,0.2642,1.358
0.558158,1.7650,0.4495,-0.1446,1.827
0.568214,1.8972,0.3283,-0.5426,2.000
0.578142,2.1870,0.2198,-0.9125,2.380
