time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000774,0.1734,0.0450,-1.8199,1.829
0.007534,0.3223,0.0898,-1.8343,1.865
0.018003,0.4026,-0.0647,-1.4499,1.506
0.027473,0.4239,-0.2443,-0.7058,0.859
0.037540,0.4987,-0.3484,0.1252,0.621
0.047543,0.6324,-0.4068,0.5057,0.906
0.058491,0.6045,-0.5063,0.6138,0.999
0.067521,0.5205,-0.5405,0.3332,0.821
0.077805,0.3401,-0.5366,0.1830,0.661
0.087805,0.1374,-0.5267,0.2763,0.610
0.098020,0.0333,-0.3846,0.1021,0.399
0.107445,-0.0165,-0.2031,-0.4448,0.489
0.117482,-0.1386,-0.1406,-1.2352,1.251
0.127470,-0.2070,-0.1027,-1.8091,1.824
0.138174,-0.1696,-0.0855,-2.1092,2.118
0.147465,-0.1139,-0.1158,-2.1158,2.122
0.157427,-0.0677,-0.1331,-1.8486,1.855
0.167566,-0.0702,-0.2198,-1.4543,1.472
0.178010,-0.0214,-0.2951,-1.1674,1.204
0.187505,0.0554,-0.3046,-1.1240,1.166
0.197602,0.1736,-0.3865,-1.2647,1.334
0.207552,0.3308,-0.4619,-1.4625,1.569
0.218278,0.4926,-0.4122,-1.5908,1.716
0.227551,0.5113,-0.4014,-1.8558,1.966
0.237550,0.4825,-0.3974,-2.2090,2.296
0.247796,0.4793,-0.3292,-2.3376,2.409
0.258468,0.3643,-0.3415,-2.1731,2.230
0.267790,0.1915,-0.3256,-1.9305,1.967
0.277735,0.1600,-0.3233,-1.6091,1.649
0.287777,0.2115,-0.2399,-1.1498,1.193
0.298520,0.2036,-0.2342,-0.7968,0.855
0.307761,0.2646,-0.2678,-0.4716,0.603
0.317777,0.2919,-0.2656,-0.2432,0.464
0.327758,0.3272,-0.2994,-0.2697,0.519
0.339585,0.4038,-0.2227,-0.4833,0.668
0.347942,0.4593,-0.1322,-0.6593,0.814
0.357871,0.4860,-0.0346,-0.8071,0.943
0.367731,0.4400,0.0526,-0.8478,0.957
0.378520,0.3869,0.1025,-0.8096,0.903
0.390463,0.2350,0.0697,-0.7113,0.752
0.397665,0.0679,-0.0249,-0.6024,0.607
0.408139,-0.0424,-0.1357,-0.4530,0.475
0.418179,-0.0837,-0.2869,-0.3525,0.462
0.427695,-0.0195,-0.4206,-0.3700,0.561
0.437806,0.0479,-0.5267,-0.4669,0.705
