time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000793,0.8055,0.2648,-1.7731,1.965
0.009984,0.8775,0.2641,-2.2925,2.469
0.019550,0.6714,0.1724,-1.8614,1.986
0.030740,0.1969,-0.0860,-1.1754,1.195
0.039563,-0.2191,-0.2750,-0.5082,0.618
0.050298,-0.6392,-0.4144,0.2092,0.790
0.059486,-0.8854,-0.4742,0.8296,1.303
0.069583,-0.9136,-0.4790,0.9995,1.436
0.079533,-0.7417,-0.3227,0.8955,1.207
0.089986,-0.5031,-0.0250,0.5865,0.773
0.099552,-0.1631,0.1319,0.0140,0.210
0.109488,-0.2164,0.1927,-0.8417,0.890
0.119570,-0.4938,0.1578,-1.6379,1.718
0.130229,-0.7469,0.1359,-2.3166,2.438
0.139457,-0.7754,0.0958,-2.5256,2.644
0.149481,-0.4560,0.0418,-2.3830,2.427
0.162722,-0.1730,-0.0546,-1.9367,1.945
0.170092,-0.2533,-0.1974,-1.4501,1.485
0.179889,-0.4444,-0.3253,-0.9707,1.116
0.189769,-0.3896,-0.3292,-0.5664,0.762
0.199674,-0.3939,-0.4782,0.4789,0.783
0.210706,-0.0015,-0.4577,2.0963,2.146
0.219944,0.5896,-0.3384,3.1951,3.267
0.229942,1.0933,-0.1373,0.3474,1.155
0.239811,1.0108,-0.4094,0.6369,1.263
0.250307,0.3860,-0.4561,-0.2327,0.641
0.259822,0.4882,-0.4743,-0.9869,1.199
0.269752,0.3084,-0.4788,-0.8883,1.055
0.281735,0.0681,-0.2406,-1.5146,1.535
0.290547,-0.4450,-0.0611,-1.7572,1.814
0.300301,-0.7657,-0.0489,-1.8887,2.039
0.309709,-0.7178,-0.1777,-1.7724,1.920
0.320045,-0.2658,-0.2124,-1.4083,1.449
0.330410,0.4259,-0.5972,-0.9048,1.165
0.339673,1.1689,-1.1220,-0.8328,1.822
0.349683,1.3986,-1.7165,-0.9384,2.405
0.359796,2.2953,-1.6347,0.5239,2.866
0.370530,0.5484,-1.4615,-1.9313,2.483
0.379798,0.6802,-1.1532,-2.3597,2.713
0.389751,2.1281,-0.9441,-2.9096,3.726
0.399708,2.6080,-0.3324,-3.8163,4.634
0.410099,2.9225,0.6316,-5.1545,5.959
0.419586,3.0628,1.0976,-6.3893,7.170
0.429696,2.5539,0.9367,-6.2693,6.834
0.439654,2.5923,0.3635,-5.4791,6.072
0.450828,2.5583,-0.3798,-3.6074,4.439
0.459726,2.0029,-1.2127,-1.5585,2.813
0.469939,1.2436,-1.8641,0.4208,2.280
0.479882,0.9592,-2.0930,0.5004,2.356
0.490236,0.5052,-2.4359,0.8433,2.627
0.499712,0.1931,-2.3976,0.4879,2.454
0.509838,0.1286,-1.9121,0.0818,1.918
0.519791,0.0499,-1.2710,-0.3934,1.331
0.530650,0.0769,-0.5238,-1.1433,1.260
0.539816,0.0169,0.0671,-1.8526,1.854
0.549761,0.0084,0.4562,-2.4110,2.454
0.559775,-0.0531,0.6277,-2.5901,2.666
0.570241,-0.0611,0.5763,-2.4459,2.514
0.579973,-0.0542,0.2651,-1.8003,1.821
0.589956,-0.1193,-0.2784,-0.6036,0.675
0.600080,-0.1779,-0.7770,0.5512,0.969
0.610566,-0.2856,-1.0712,1.1283,1.582
0.619857,-0.3813,-1.0661,1.2689,1.701
0.630025,-0.2888,-0.6408,0.3428,0.782
0.640060,0.1361,0.1805,-0.1048,0.249
0.650676,0.6544,0.8213,-0.0886,1.054
0.659727,1.0142,1.1280,0.1999,1.530
0.669892,1.2787,1.1215,1.1961,2.079
0.679753,1.2396,0.8192,2.5537,2.955
0.690684,1.0202,0.4817,3.4204,3.602
0.700151,0.6304,0.1153,3.8771,3.930
0.709861,0.3898,-0.1242,3.8598,3.881
0.719994,0.1146,-0.1280,3.2877,3.292
0.739662,0.1761,0.2155,2.5551,2.570
0.740372,0.3422,0.6554,2.0791,2.207
0.750295,0.4983,1.0166,1.8148,2.139
0.759892,0.5914,1.2009,1.7737,2.222
0.770672,0.5691,1.1082,1.7501,2.148
0.782735,0.4077,0.7673,1.8418,2.036
0.789772,0.1590,0.2741,2.0161,2.041
0.799976,-0.1316,-0.0857,1.9662,1.972
0.810324,-0.2520,-0.3019,1.6709,1.717
0.819870,-0.2529,-0.2660,1.2297,1.283
0.829930,-0.0993,0.0622,0.9204,0.928
0.839939,0.2413,0.5055,0.6382,0.849
0.851039,0.3511,0.7873,0.3453,0.929
0.860133,0.3618,0.8579,0.2797,0.972
0.870068,0.2821,0.6496,0.3640,0.796
0.897525,0.2151,0.2528,0.4995,0.600
0.898096,0.0779,-0.1833,0.8711,0.894
0.900070,-0.0564,-0.5110,1.2221,1.326
0.910711,-0.0364,-0.7015,1.2454,1.430
0.920376,0.0427,-0.7251,1.0181,1.251
0.930715,0.1497,-0.6306,0.7179,0.967
0.939805,0.2907,-0.4765,0.4160,0.696
0.950065,0.4621,-0.3312,0.0361,0.570
0.959964,0.5322,-0.1854,-0.1647,0.587
0.970439,0.6043,-0.1668,-0.1257,0.639
0.979843,0.7043,-0.3359,0.2616,0.823
0.989752,0.6786,-0.6251,0.6217,1.113
1.000279,0.6004,-0.9562,1.0598,1.549
1.024125,0.6709,-1.1912,1.2404,1.846
1.024899,0.7017,-1.1805,1.1123,1.767
1.030035,0.8127,-0.9312,0.7847,1.464
1.041246,0.9812,-0.6968,0.5255,1.313
1.050317,1.1735,-0.5261,0.3569,1.335
1.059998,1.2391,-0.4010,0.2209,1.321
1.069947,1.3014,-0.3430,0.1276,1.352
1.080245,1.2093,-0.4129,0.3421,1.323
1.090961,1.1186,-0.5541,0.5391,1.360
1.100142,0.8768,-0.7672,0.5785,1.301
1.110084,0.5773,-0.8735,0.5085,1.164
1.120202,0.4298,-0.8017,0.3296,0.968
1.130454,0.3176,-0.6185,0.2983,0.757
1.142629,0.3180,-0.4226,0.2870,0.602
1.149830,0.3516,-0.2255,0.2359,0.480
1.171380,0.4745,-0.1175,0.1150,0.502
1.171892,0.4564,0.0076,0.2294,0.511
1.179891,0.5480,0.0600,0.3733,0.666
1.189765,0.6017,0.0483,0.5852,0.841
1.200251,0.5892,0.0218,0.7666,0.967
1.210291,0.4851,-0.0278,0.7892,0.927
1.219818,0.2632,-0.1575,0.7317,0.793
1.229828,0.2021,-0.2270,0.7325,0.793
1.240022,0.1669,-0.1553,0.7537,0.787
1.250594,0.3156,0.0973,0.8540,0.916
1.259957,0.4700,0.3817,0.9047,1.089
1.273129,0.6547,0.5773,1.0917,1.398
1.281888,0.6524,0.5960,1.2886,1.562
1.300463,0.5717,0.4265,1.3019,1.484
1.301201,0.4704,0.2647,1.2938,1.402
1.310068,0.4270,0.1197,1.2342,1.311
1.319938,0.3938,-0.0267,1.0943,1.163
1.330775,0.3909,-0.0661,0.8649,0.951
1.339886,0.5059,-0.0167,0.6555,0.828
1.350520,0.6392,0.0139,0.5951,0.873
1.359863,0.6910,0.0061,0.6545,0.952
1.370650,0.7113,-0.0017,0.6562,0.968
1.379900,0.7986,0.0090,0.7558,1.100
1.389914,0.7849,-0.0605,0.9236,1.214
1.400197,0.7681,-0.1823,0.9523,1.237
1.410770,0.7295,-0.2782,0.8608,1.162
1.420716,0.6701,-0.3964,0.6984,1.046
1.429870,0.4739,-0.5154,0.5642,0.899
1.442603,0.2994,-0.6038,0.4010,0.784
1.450486,0.1391,-0.5617,0.2679,0.638
1.459811,0.0729,-0.5357,0.1748,0.568
1.469852,0.0316,-0.4969,0.1506,0.520
1.480057,-0.0843,-0.4082,0.1155,0.433
