time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002236,-1.2647,-0.7828,2.9166,3.274
0.004397,-0.0618,-0.2194,1.3486,1.368
0.014238,0.6900,0.1778,-0.0738,0.716
0.025469,0.9484,0.3625,-1.2873,1.640
0.035323,1.0070,0.4434,-1.8278,2.133
0.044255,0.9631,0.3153,-1.6792,1.961
0.054198,1.1096,0.1408,-1.3601,1.761
0.064243,1.4215,0.0801,-1.1416,1.825
0.074702,1.6093,0.0394,-1.1774,1.994
0.084498,1.7176,0.0272,-1.5931,2.343
0.094454,1.5805,0.0760,-2.0464,2.587
0.104131,1.2914,0.1006,-2.4512,2.772
0.114941,1.2077,0.0351,-2.6823,2.942
0.124217,1.2202,-0.1196,-2.6717,2.940
0.134202,1.3095,-0.2558,-2.4975,2.832
0.144245,1.5131,-0.4845,-2.3356,2.825
0.155582,1.7044,-0.6609,-2.1946,2.856
0.164476,1.8925,-0.7575,-2.2310,3.022
0.174332,1.8695,-0.8542,-2.5134,3.247
0.184170,1.8863,-0.9308,-3.0797,3.729
0.194877,1.7452,-0.8554,-3.7527,4.226
0.204118,1.4058,-1.0541,-4.2202,4.571
0.214319,1.2191,-1.2684,-4.2972,4.643
0.224457,1.2807,-1.4386,-3.9742,4.416
0.236371,1.7282,-1.7156,-3.6223,4.365
0.244322,2.2329,-1.7803,-3.2289,4.311
0.254376,2.8354,-1.6059,-4.1332,5.263
0.264194,2.9394,-1.2958,-4.1738,5.267
0.274935,2.0943,-1.6729,-4.5985,5.323
0.284270,1.2250,-1.7752,-4.7786,5.243
0.294123,0.9465,-1.8764,-4.4795,4.948
0.304274,1.1473,-1.9599,-4.2474,4.816
0.314598,1.2772,-1.9901,-3.8759,4.540
0.324371,1.2500,-2.2162,-4.0207,4.758
0.339883,1.3207,-2.1383,-4.1915,4.887
0.344291,1.1827,-2.0199,-4.5558,5.122
0.355032,0.8149,-1.9779,-5.1437,5.571
0.364233,0.2943,-2.0203,-5.6614,6.018
0.374207,-0.2036,-2.2613,-5.8738,6.297
0.384192,-0.5808,-2.5892,-5.6528,6.245
0.394670,-1.0959,-2.9236,-5.0349,5.924
0.404264,-1.2711,-3.1673,-3.9580,5.226
0.414556,-0.7284,-3.1305,-2.9199,4.342
0.424319,0.5316,-2.7722,-2.1170,3.528
0.435014,1.3331,-2.4206,-1.9946,3.408
0.444371,0.8731,-2.6530,-2.2357,3.578
0.454542,-0.1516,-3.0030,-2.3728,3.830
0.465444,-1.1996,-3.1693,-2.0505,3.961
0.475018,-2.0929,-3.4528,-1.4791,4.300
0.484494,-2.4251,-3.5987,-0.7568,4.405
0.494380,-2.6889,-3.5509,-0.1321,4.456
0.504469,-3.1670,-3.6079,0.3170,4.811
0.514995,-3.5672,-3.7651,0.8111,5.250
0.524206,-3.4565,-3.7123,1.4149,5.266
0.534516,-3.0766,-3.3941,1.8498,4.940
0.544916,-2.7326,-3.1175,2.1290,4.660
0.554820,-2.2870,-2.8559,2.3339,4.340
0.564668,-1.7438,-2.5131,2.3422,3.853
0.574153,-1.2566,-2.0992,2.0749,3.208
0.584782,-0.8104,-1.8288,1.5334,2.520
0.596642,-0.4971,-1.4532,0.8685,1.764
0.604231,-0.4404,-1.2819,0.1721,1.366
0.614458,-0.5592,-1.2026,-0.4733,1.408
0.624249,-0.7137,-1.2897,-1.0054,1.784
0.634670,-0.6866,-1.3035,-1.2042,1.903
0.644414,-0.7750,-1.4084,-1.2647,2.045
0.654267,-0.8738,-1.6534,-1.2365,2.242
0.664352,-0.7105,-1.8719,-0.8450,2.173
0.675049,-0.4837,-1.9863,-0.1602,2.051
0.684231,-0.4099,-2.1280,0.4524,2.214
0.694284,-0.4358,-2.3015,0.5697,2.411
0.704441,-0.2763,-2.4783,1.0838,2.719
0.714823,-0.0473,-2.5213,1.7013,3.042
0.728621,0.1968,-2.5699,2.1288,3.343
0.734620,0.7792,-2.0546,3.4846,4.120
0.747795,0.0193,-2.8686,3.5890,4.595
0.755559,-0.7430,-3.1131,3.7191,4.907
0.764696,-0.8362,-2.6418,4.1017,4.950
0.774363,-0.7469,-2.3294,4.0225,4.708
0.784887,-0.9140,-2.2436,3.3285,4.117
0.794856,-1.0102,-2.1835,3.0597,3.892
0.806595,-0.8071,-1.9224,3.3909,3.981
0.814410,-0.7453,-1.7204,3.6667,4.118
0.824444,-0.7709,-1.5440,3.8866,4.253
0.835112,-0.7818,-1.3041,4.1178,4.390
0.844764,-1.0133,-1.0702,4.2214,4.471
0.856418,-1.3383,-0.8529,4.0961,4.393
0.864426,-1.6579,-0.7125,3.7102,4.126
0.883444,-1.7452,-0.5511,3.1615,3.653
0.884276,-1.8270,-0.4066,3.1081,3.628
0.894305,-2.1468,-0.4047,3.2115,3.884
0.904422,-2.3967,-0.4781,2.8015,3.718
0.914945,-2.4416,-0.4888,2.5901,3.593
0.924268,-2.3004,-0.4251,2.4924,3.418
