time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005713,-0.4824,-0.2798,-1.8688,1.950
0.015935,0.2199,0.4701,-0.4153,0.665
0.026396,0.8008,0.7651,1.2399,1.663
0.035573,0.6226,0.6139,2.4946,2.643
0.045620,-0.0600,0.1828,3.0594,3.065
0.055724,-0.4539,-0.3299,3.2828,3.330
0.065983,-0.6407,-0.3730,2.3705,2.484
0.075488,-0.4316,0.1776,1.1974,1.285
0.085780,-0.4014,0.3013,0.1592,0.527
0.095549,-0.5781,0.0663,-0.2786,0.645
0.106420,-0.6774,-0.2810,-0.0277,0.734
0.115643,-0.9592,-0.7826,0.2639,1.266
0.125498,-0.8618,-0.8903,0.7133,1.430
0.135725,-0.4695,-0.7794,0.9093,1.286
0.146160,-0.5848,-0.4193,0.6954,1.001
0.155558,-0.6415,-0.2312,0.3076,0.748
0.165637,-0.5373,0.0675,0.0885,0.549
0.175888,-0.3016,0.1235,-0.1780,0.371
0.186358,-0.2977,-0.0454,-0.4634,0.553
0.195669,-0.3344,-0.1468,-0.1999,0.416
0.205675,-0.2735,-0.1340,0.6504,0.718
0.215721,-0.3037,-0.2748,1.1449,1.216
0.226176,-0.4608,-0.3459,1.4590,1.569
0.235628,-0.4577,-0.3519,1.6982,1.794
0.245752,-0.4269,-0.1971,0.3315,0.575
0.255579,-0.4566,0.0855,-0.3826,0.602
0.266400,-0.4239,0.2130,-0.4788,0.674
0.275656,0.0125,0.2986,-0.1652,0.341
0.285979,0.7534,0.3304,0.2430,0.858
0.296156,1.1045,0.5525,1.0199,1.602
0.306268,0.3804,1.0009,2.3307,2.565
0.315577,-0.2889,1.0343,2.7730,2.974
0.325691,0.3373,0.6482,3.1605,3.244
0.335801,0.8103,0.4772,3.7784,3.894
0.346440,0.4713,0.2917,0.4026,0.685
0.355887,0.3152,0.2946,-2.3071,2.347
0.365550,1.2850,0.9943,-3.5431,3.898
0.375658,1.7315,2.6329,-4.5108,5.503
0.386042,-0.7010,1.7478,-2.6398,3.243
0.395553,-3.3924,-0.9819,-0.8970,3.644
0.405595,-5.9093,-2.9044,0.1264,6.586
0.415641,-6.6395,-3.0828,0.8332,7.368
0.426355,-3.3034,0.1478,2.8321,4.354
0.436294,-0.4231,1.9313,0.8910,2.169
0.445905,-0.0172,1.6803,-0.3289,1.712
0.456095,-0.6024,0.8609,-1.1530,1.560
0.466489,-1.0336,0.8390,-1.5375,2.034
0.478508,-1.1742,1.2426,-2.0496,2.669
0.486330,-1.4241,1.3110,-2.2029,2.932
0.495653,-1.7962,1.1588,-2.2073,3.073
0.506738,-1.7203,0.9516,-2.5235,3.199
0.515680,-1.7677,0.7663,-2.2183,2.938
0.525583,-1.3813,0.3586,-1.9162,2.389
0.535683,-0.6218,0.5185,-1.0312,1.311
0.545986,0.1038,0.4935,-0.2348,0.556
0.555801,0.4007,0.2509,0.2253,0.524
0.565639,0.4023,0.1298,0.6399,0.767
0.575614,0.3579,0.0483,0.7346,0.819
0.586893,0.4710,0.0356,0.4041,0.622
0.595644,0.5978,-0.0138,-0.0059,0.598
0.605649,0.8167,-0.1341,-0.3758,0.909
0.615594,1.0095,-0.3498,-0.6642,1.258
0.626026,1.4510,-0.4984,-1.0160,1.840
0.635597,2.0159,-0.3887,-0.9224,2.251
0.645962,2.1567,-0.5082,-0.6608,2.312
0.655592,1.9888,-0.6805,-0.2517,2.117
0.666368,1.6516,-0.8593,0.2555,1.879
0.675565,1.3668,-0.9906,0.7736,1.857
0.685606,1.2776,-0.8843,1.3518,2.060
0.695566,1.2413,-0.8600,1.8326,2.375
0.706229,1.3579,-0.7658,2.2538,2.740
0.715709,1.4504,-0.6935,2.3881,2.879
0.725630,1.5769,-0.6729,1.9600,2.604
0.735845,1.8965,-0.5256,1.4964,2.472
0.746427,2.3518,-0.3239,1.2312,2.674
0.755638,2.3826,-0.4252,0.8524,2.566
0.765735,2.2374,-0.4123,0.7958,2.410
0.775679,1.8997,-0.4315,0.9553,2.170
0.786311,1.5834,-0.3969,1.0102,1.920
0.795660,1.7018,-0.1947,1.0082,1.988
0.805835,1.5559,-0.1628,1.3873,2.091
0.815754,0.6662,-0.9310,1.0831,1.576
0.827868,0.0752,-1.1930,0.5733,1.326
0.835876,0.3615,-0.6935,0.0641,0.785
0.845654,0.8183,-0.3024,-0.2670,0.912
0.855606,0.8208,-0.3583,-0.3918,0.978
0.866254,0.6432,-0.4356,-0.3377,0.847
0.876261,0.4343,-0.3767,-0.1820,0.603
0.885966,0.0886,-0.3111,0.0556,0.328
0.896644,-0.2470,-0.3900,0.1774,0.495
0.906860,-0.4766,-0.3817,0.2980,0.679
0.915600,-0.5911,-0.3175,0.3474,0.756
0.925799,-0.5884,-0.1885,0.1987,0.649
0.935860,-0.4379,-0.1114,-0.0294,0.453
0.946508,-0.2481,-0.0151,-0.1792,0.306
0.955712,-0.1649,-0.0732,-0.1799,0.255
0.965804,-0.0204,-0.0094,-0.1867,0.188
0.977904,0.1015,0.0175,0.0275,0.107
0.986523,0.0861,-0.0354,0.3732,0.385
0.996361,-0.0829,-0.0673,0.7126,0.721
1.007086,-0.2442,-0.1007,1.0604,1.093
1.015759,-0.2480,-0.0029,1.2778,1.302
1.026493,-0.2763,0.0666,1.1693,1.203
1.035687,-0.2770,0.1078,0.8730,0.922
1.045621,-0.1912,0.1813,0.5470,0.607
1.056051,-0.1487,0.1924,0.3686,0.442
1.066730,-0.1325,0.3200,0.3282,0.477
1.079239,-0.1342,0.3394,0.2885,0.465
1.085896,-0.1260,0.3585,0.2192,0.439
1.095699,-0.0900,0.3489,0.0222,0.361
1.107698,-0.0304,0.4490,0.0002,0.450
1.115831,-0.1147,0.4346,-0.0131,0.450
1.125955,-0.2921,0.3061,0.1696,0.456
1.136398,-0.3828,0.2881,0.4218,0.638
1.146504,-0.2977,0.2802,0.6741,0.788
1.155782,-0.1543,0.3096,0.8368,0.905
1.165618,-0.0686,0.3265,0.9199,0.979
1.175848,-0.1948,0.3497,1.0321,1.107
1.186336,-0.3250,0.1924,0.9877,1.057
1.195733,-0.2160,0.2261,0.9320,0.983
1.205715,-0.0560,0.2747,0.7664,0.816
1.215640,-0.0440,0.2621,0.6382,0.691
1.226607,-0.1220,0.2194,0.5088,0.567
1.235910,-0.1813,0.1274,0.3592,0.422
1.245821,-0.0943,0.1334,0.2974,0.339
1.255788,-0.0288,0.1196,0.2739,0.300
1.271894,-0.0343,0.0861,0.2788,0.294
1.275836,-0.0810,0.0518,0.2724,0.289
1.285748,-0.1571,-0.0035,0.1475,0.216
1.295735,-0.1620,-0.0311,0.0719,0.180
1.306492,-0.1131,-0.0403,-0.0808,0.145
1.316585,-0.1002,-0.0987,-0.1243,0.188
1.326083,-0.0262,-0.1072,-0.2153,0.242
1.336132,0.0469,-0.1335,-0.1977,0.243
1.346631,0.0568,-0.1476,-0.1120,0.194
1.355881,0.0227,-0.1503,-0.0961,0.180
1.365834,-0.0440,-0.1717,-0.1007,0.204
1.375789,-0.0419,-0.1636,-0.2032,0.264
1.386511,-0.0574,-0.1257,-0.2359,0.273
1.400181,-0.0892,-0.0968,-0.3158,0.342
1.406028,-0.0685,-0.1064,-0.4034,0.423
1.415947,0.0513,-0.0657,-0.3231,0.334
1.426631,0.0819,-0.0040,-0.1345,0.158
1.435910,-0.0351,-0.0494,0.0149,0.062
1.447080,-0.0832,-0.0468,0.0561,0.111
1.455808,-0.0030,-0.0458,-0.0209,0.050
1.466667,0.1454,0.0127,-0.1087,0.182
1.478891,0.1848,0.0526,-0.1768,0.261
1.485658,0.0760,0.0549,-0.1170,0.150
1.496079,-0.0039,0.0107,-0.0363,0.038
1.506595,0.0233,0.0552,0.0835,0.103
1.515765,-0.0176,0.0694,0.1540,0.170
1.525810,-0.0867,0.0917,0.1652,0.208
1.535860,-0.1046,0.0722,0.1072,0.166
1.547474,-0.0324,0.1289,-0.0297,0.136
1.555867,-0.0181,0.1260,-0.1863,0.226
1.565891,-0.0338,0.0746,-0.2547,0.268
1.576293,-0.0615,0.0842,-0.1461,0.179
1.586260,-0.0322,0.0661,-0.0080,0.074
1.595802,-0.0239,0.0290,0.0808,0.089
1.605765,-0.1145,0.0110,0.1199,0.166
1.615777,-0.1169,-0.0181,0.0700,0.137
1.626680,-0.0596,0.0097,-0.0590,0.084
1.635893,-0.0404,0.0369,-0.2273,0.234
1.645832,-0.0786,0.0054,-0.2575,0.269
1.655754,-0.0571,0.0337,-0.2671,0.275
1.666409,0.0036,0.0138,-0.2174,0.218
1.679224,0.0626,-0.0049,-0.1286,0.143
1.685959,0.1285,0.0163,-0.0209,0.131
1.696354,0.1227,0.0385,0.0760,0.149
1.706729,0.0758,0.0601,0.1229,0.156
1.715734,0.0490,0.0705,0.1200,0.148
1.725769,0.1228,0.1571,0.0287,0.201
1.735694,0.2103,0.1635,-0.1011,0.285
1.746352,0.2323,0.1203,-0.1416,0.297
1.756224,0.2560,0.0882,-0.1806,0.325
1.766169,0.2392,0.0390,-0.0128,0.243
1.775827,0.2311,-0.0077,0.1265,0.264
1.786581,0.1738,-0.0226,0.3163,0.362
1.795841,0.0663,-0.0948,0.5360,0.548
1.810282,-0.0041,-0.1276,0.7352,0.746
1.815864,-0.0765,-0.1327,0.8541,0.868
1.826656,-0.1509,-0.1504,0.8723,0.898
1.836909,-0.1886,-0.1026,0.8287,0.856
1.845909,-0.2576,-0.0776,0.6548,0.708
1.856218,-0.3163,-0.0846,0.4404,0.549
1.866581,-0.3350,-0.0149,0.2940,0.446
1.875717,-0.4113,-0.0638,0.0790,0.424
