time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000797,-0.0916,-0.1195,-1.5418,1.549
0.008088,-0.8700,-0.4158,-2.5655,2.741
0.018536,-1.0284,-0.0578,-2.0089,2.258
0.028310,-0.7957,0.3162,-1.1091,1.401
0.038043,-0.6288,0.3725,-0.3277,0.801
0.048064,-0.3446,0.5429,0.0316,0.644
0.058835,0.5995,0.2681,0.8796,1.098
0.068142,0.8987,-0.2648,0.6752,1.155
0.078155,0.3225,-1.0422,-0.2547,1.120
0.088061,-0.3681,-1.5817,-0.4271,1.679
0.098510,-0.3315,-1.9046,-0.5275,2.004
0.108026,0.0287,-1.7946,0.0129,1.795
0.118093,0.1850,-1.3344,0.5954,1.473
0.128041,0.1077,-0.7857,0.8457,1.159
0.138752,0.1938,-0.2141,0.9289,0.973
0.147993,0.3930,0.3676,0.6379,0.835
0.158230,0.3397,0.7104,-0.0083,0.787
0.170031,0.0052,0.3681,-0.6273,0.727
0.178561,-0.2388,-0.1173,-0.8351,0.876
0.188306,-0.6393,-0.6240,-0.8285,1.218
0.198362,-1.0367,-0.9164,-0.3123,1.418
0.208084,-0.8191,-0.7023,0.0862,1.082
0.218825,-0.5415,-0.1535,-0.0839,0.569
0.228161,-0.0742,0.6667,0.0986,0.678
0.238817,0.4157,1.5051,-0.1011,1.565
0.248574,1.1612,2.0843,-0.0846,2.387
0.258860,1.7818,1.6112,0.3448,2.427
0.268351,1.9222,0.3850,-0.9877,2.195
0.278269,1.2633,-0.2980,-1.5982,2.059
0.288619,-0.0925,-0.1320,-1.6905,1.698
0.298965,-0.0865,0.3236,-1.9902,2.018
0.308289,0.6795,0.6940,-2.3711,2.562
0.318219,1.1797,0.9689,-2.5319,2.957
0.328361,1.5237,1.1216,-2.4758,3.116
0.338715,1.0272,0.6430,-1.3294,1.799
0.348147,0.9198,0.5037,-1.2275,1.614
0.358198,0.9289,0.2972,-1.5605,1.840
0.368099,1.1307,0.2015,-1.8040,2.139
0.379037,1.4900,0.1392,-2.1326,2.605
0.388161,1.7846,0.1631,-2.1894,2.829
0.398144,2.1587,0.4335,-2.0859,3.033
0.408262,2.4103,0.7739,-2.2020,3.355
0.419153,2.8577,1.0429,-1.9939,3.637
0.428251,3.1461,1.0687,-1.7429,3.752
0.438269,3.2268,0.9626,-1.8380,3.836
0.448323,2.8147,0.8471,-2.3648,3.773
0.459074,2.2077,0.5684,-2.8914,3.682
0.470718,1.3939,0.3267,-2.5838,2.954
0.478411,0.6973,0.1518,-2.1958,2.309
0.488965,0.3557,-0.0839,-1.9904,2.024
0.499085,0.1329,-0.5147,-1.2797,1.386
0.508380,-0.0587,-0.9664,-0.8662,1.299
0.518490,-0.2579,-1.3211,-0.5943,1.471
0.528325,-0.4155,-1.5314,-0.8682,1.809
0.538995,-0.4562,-1.7345,-0.6392,1.904
0.548189,-0.5873,-1.7137,-0.0364,1.812
0.558221,-0.1249,-1.3343,0.3609,1.388
0.568271,0.4286,-0.9898,0.5825,1.226
0.578744,0.7645,-0.4052,0.4906,0.995
0.588652,1.1337,0.0131,-0.0312,1.134
0.599873,0.7012,-0.0229,-0.1479,0.717
0.608420,0.1337,-0.2551,-0.1904,0.345
0.619069,-0.2574,-0.6038,-0.1101,0.666
0.628283,-0.4479,-1.0098,0.4081,1.178
0.638572,-0.6248,-1.1923,0.9027,1.621
0.648599,-0.5671,-1.1359,1.4505,1.928
0.658702,-0.4538,-0.9598,1.7453,2.043
0.671058,-0.3451,-0.6631,1.7563,1.909
0.678274,-0.2987,-0.6003,1.9532,2.065
0.688405,-0.4328,-0.5362,2.1002,2.210
0.699207,-0.5212,-0.4430,1.7641,1.892
0.708445,-0.6045,-0.4373,1.3473,1.540
0.719001,-0.8010,-0.5676,1.4999,1.793
0.729132,-0.8901,-0.5994,1.7324,2.038
0.738872,-0.9075,-0.5052,1.8077,2.085
0.748524,-0.7461,-0.2778,1.7348,1.909
