time,ax,ay,az,atotal
0.002560138702392578,-0.13,-0.45,-1.2,1.28
0.008090972900390625,0.53,-0.39,-1.17,1.34
0.02009105682373047,-0.06,-0.13,0.0,0.14
0.04536914825439453,0.46,-0.04,-0.42,0.62
0.04721403121948242,0.71,-0.15,-0.33,0.79
0.048438072204589844,0.27,0.08,-0.18,0.33
0.0664820671081543,0.1,0.11,-0.19,0.24
0.06792116165161133,0.17,0.05,-0.09,0.19
0.08379507064819336,0.1,-0.04,-0.01,0.1
0.08737802505493164,-0.18,-0.02,0.15,0.23
0.10052013397216797,-0.34,-0.02,0.17,0.38
0.10734105110168457,-0.19,-0.06,-0.02,0.2
0.12163496017456055,-0.15,0.02,-0.11,0.18
0.14252614974975586,-0.28,0.09,-0.03,0.29
0.1444239616394043,-0.3,0.05,-0.05,0.3
0.14689207077026367,-0.25,0.04,-0.02,0.25
0.1569209098815918,-0.18,0.06,0.14,0.23
0.1670820713043213,-0.11,0.02,0.25,0.27
0.17676901817321777,-0.15,0.01,0.22,0.26
0.18685102462768555,-0.16,-0.02,0.18,0.24
0.19678592681884766,-0.03,-0.01,0.2,0.2
0.20665311813354492,0.12,0.0,0.18,0.21
0.21910500526428223,0.21,0.0,0.13,0.24
0.2479848861694336,0.28,-0.02,0.01,0.28
0.24953317642211914,0.34,-0.03,-0.03,0.34
0.2509760856628418,0.3,-0.02,-0.01,0.3
0.26681089401245117,0.19,-0.03,-0.06,0.2
0.26823902130126953,0.12,-0.01,0.0,0.12
0.28458118438720703,0.11,0.02,0.15,0.18
0.286113977432251,0.08,0.01,0.26,0.27
0.30071592330932617,-0.01,-0.03,0.37,0.37
0.3061699867248535,-0.24,0.0,0.41,0.47
0.32001399993896484,-0.36,0.03,0.33,0.48
0.3466770648956299,-0.31,0.04,0.21,0.37
0.3484611511230469,-0.14,0.02,0.05,0.15
0.34987807273864746,-0.1,0.02,-0.09,0.13
0.36782217025756836,-0.02,-0.02,-0.38,0.38
0.36928510665893555,0.04,0.05,-0.52,0.52
0.38251686096191406,0.07,0.08,-0.14,0.17
0.38503098487854004,0.19,-0.01,-0.07,0.2
0.4007749557495117,0.15,0.0,-0.05,0.15
0.4055671691894531,-0.08,0.03,0.12,0.14
0.4200170040130615,-0.19,0.04,0.21,0.28
0.4456520080566406,-0.14,0.03,0.28,0.31
0.447659969329834,-0.13,0.01,0.3,0.32
0.44906187057495117,-0.04,-0.02,0.26,0.26
0.4675779342651367,0.04,-0.02,0.25,0.25
0.46897101402282715,0.11,0.0,0.06,0.12
0.4834780693054199,0.19,0.18,-0.08,0.27
0.4849669933319092,0.07,-0.14,0.14,0.21
0.5013351440429688,0.05,-0.06,0.11,0.13
0.504709005355835,0.01,0.1,0.12,0.15
0.5176100730895996,0.01,-0.07,0.16,0.17
0.5501580238342285,-0.04,0.01,0.14,0.14
0.5520229339599609,-0.03,0.0,0.17,0.17
0.5534548759460449,0.0,0.0,0.13,0.13
0.5678560733795166,-0.01,0.02,0.05,0.05
0.5693721771240234,0.01,0.03,0.01,0.03
0.5835740566253662,0.01,0.01,0.01,0.01
0.5848510265350342,-0.03,0.02,0.03,0.04
0.6004660129547119,-0.05,0.02,0.06,0.08
0.6034131050109863,-0.02,0.01,0.08,0.08
0.6135768890380859,0.01,0.01,0.12,0.12
0.6258440017700195,0.01,0.0,0.1,0.1
0.6475629806518555,-0.03,0.0,0.08,0.08
0.6488761901855469,-0.01,0.02,0.1,0.1
0.6528191566467285,0.03,0.01,0.1,0.1
0.6632649898529053,0.02,0.0,0.08,0.08
0.672943115234375,0.03,0.01,0.05,0.05
0.6830229759216309,0.08,0.01,0.03,0.08
0.6928081512451172,0.07,0.01,0.03,0.07
0.7029619216918945,0.02,0.0,0.06,0.06
0.7127480506896973,-0.01,0.0,0.06,0.06
0.7255501747131348,-0.04,0.01,0.06,0.07
0.7480340003967285,-0.07,0.02,0.05,0.08
0.749579906463623,-0.07,0.03,0.06,0.09
0.7522258758544922,-0.04,0.04,0.06,0.08
0.7682771682739258,-0.03,0.03,0.06,0.07
0.7721869945526123,-0.02,0.02,0.02,0.03
0.7818641662597656,-0.02,0.02,0.02,0.03
0.7919712066650391,-0.02,0.01,0.06,0.06
0.8019530773162842,-0.02,0.0,0.11,0.11
0.8151040077209473,-0.03,0.0,0.13,0.13
0.8237600326538086,-0.01,0.0,0.13,0.13
0.851527214050293,0.01,-0.01,0.11,0.11
0.8532209396362305,0.0,-0.01,0.08,0.08
0.8544280529022217,0.0,0.01,0.08,0.08
0.8616189956665039,0.01,0.0,0.1,0.1
0.8716678619384766,0.01,-0.01,0.09,0.09
0.8816030025482178,-0.01,0.0,0.09,0.09
0.8914570808410645,0.02,-0.01,0.11,0.11
0.9014101028442383,0.05,-0.02,0.17,0.17
0.9111630916595459,0.02,-0.03,0.25,0.25
0.9237880706787109,-0.03,-0.04,0.32,0.32
0.9488191604614258,-0.12,-0.07,0.27,0.3
0.9504818916320801,-0.1,-0.05,0.23,0.25
0.9522590637207031,-0.04,-0.02,0.22,0.22
0.9690670967102051,0.04,0.02,0.18,0.18
0.9705791473388672,0.14,0.02,0.11,0.17
0.9837589263916016,0.0,-0.01,0.17,0.17
0.9907300472259521,-0.17,0.08,0.32,0.37
1.0005578994750977,-0.29,0.1,0.07,0.31
1.0110139846801758,-0.46,0.13,-0.34,0.58
1.022848129272461,-0.6,0.19,-0.59,0.86
1.0526180267333984,-0.62,0.22,-0.61,0.89
1.054399013519287,-0.53,0.22,-0.59,0.82
1.0557770729064941,-0.44,0.26,-0.72,0.88
1.0683190822601318,-0.39,0.38,-0.84,1.0
1.069796085357666,-0.4,0.54,-0.91,1.13
1.0840001106262207,-0.57,0.58,-0.94,1.24
1.0898208618164062,-0.82,0.57,-0.87,1.32
1.1008610725402832,-1.12,0.67,-0.83,1.54
1.1103620529174805,-1.4,0.62,-0.68,1.67
1.1222140789031982,-1.24,0.39,-0.39,1.35
1.154745101928711,-0.56,0.34,-0.23,0.69
1.1566569805145264,0.21,0.36,-0.08,0.42
1.1581740379333496,0.59,0.16,0.06,0.61
1.1684730052947998,0.89,-0.2,-0.15,0.92
1.1699938774108887,2.02,-0.95,-1.24,2.55
1.1839962005615234,3.13,-1.5,-3.75,5.1
1.189310073852539,3.12,-1.42,-5.71,6.65
1.2006630897521973,2.82,-0.35,-5.03,5.77
1.2090439796447754,2.6,-0.28,-2.92,3.91
1.2212400436401367,2.4,-1.38,-1.17,3.0
1.2487390041351318,1.83,-1.9,-0.24,2.64
1.250288963317871,1.09,-1.86,0.24,2.16
1.251297950744629,0.4,-1.74,0.43,1.83
1.2696619033813477,-0.32,-1.3,0.66,1.49
1.2711710929870605,-0.45,-0.91,1.11,1.5
1.2844040393829346,-0.36,-0.61,1.92,2.04
1.2884478569030762,-0.66,-0.47,2.57,2.69
1.3009190559387207,-1.31,-0.3,2.85,3.15
1.3083360195159912,-2.29,0.09,3.26,3.98
1.3184971809387207,-3.16,0.35,3.75,4.91
1.3541350364685059,-3.93,0.85,4.59,6.1
1.3559179306030273,-5.29,2.35,5.82,8.2
1.3573360443115234,-6.19,3.32,6.98,9.9
1.3669309616088867,-4.47,1.6,5.5,7.26
1.368429183959961,-2.67,-0.73,0.99,2.93
1.3841660022735596,-0.92,-0.06,-2.8,2.94
1.3875970840454102,0.98,1.02,-3.56,3.83
1.3995420932769775,2.31,0.75,-2.58,3.54
1.4076271057128906,2.79,0.44,-1.28,3.1
1.417283058166504,1.79,0.39,-0.61,1.93
1.4278669357299805,0.14,0.0,-0.73,0.74
1.4576549530029297,-0.74,-0.02,-0.49,0.88
1.4589180946350098,-0.77,0.11,0.21,0.8
1.4602100849151611,-0.53,0.22,0.79,0.97
1.4668810367584229,-0.53,0.27,0.79,0.98
1.4770770072937012,-0.54,0.39,0.48,0.82
1.4868478775024414,-0.41,0.36,-0.29,0.61
1.4969840049743652,-0.3,0.4,-0.96,1.08
1.506847858428955,-0.07,0.22,-0.85,0.88
1.5167899131774902,0.46,0.02,-0.43,0.63
1.5271000862121582,0.93,-0.09,-0.31,0.98
1.554427146911621,1.0,-0.13,-0.37,1.07
1.556077003479004,0.77,-0.14,-0.1,0.78
1.5577778816223145,0.46,-0.09,0.1,0.47
1.5674991607666016,0.15,-0.03,0.03,0.15
1.5763969421386719,0.14,0.04,0.17,0.22
1.5861620903015137,0.34,0.06,0.14,0.37
1.5961639881134033,0.47,-0.04,-0.06,0.47
1.6059489250183105,0.54,-0.09,-0.07,0.55
1.6160850524902344,0.42,-0.04,0.0,0.42
1.626479148864746,0.17,0.03,-0.02,0.17
1.6550490856170654,-0.08,0.04,-0.04,0.09
1.6565470695495605,-0.3,0.09,-0.1,0.32
1.6577820777893066,-0.43,0.03,-0.26,0.5
1.6686770915985107,-0.38,-0.04,-0.27,0.46
1.6756601333618164,-0.28,-0.01,-0.29,0.4
1.6853020191192627,-0.3,0.02,-0.37,0.47
1.6953630447387695,-0.31,0.04,-0.39,0.49
1.705164909362793,-0.1,0.1,-0.22,0.26
1.7152509689331055,-0.13,0.13,-0.12,0.21
1.725977897644043,-0.3,0.0,-0.05,0.3
1.7543201446533203,-0.07,-0.01,0.16,0.17
1.7557179927825928,0.11,0.06,0.29,0.31
1.756917953491211,-0.1,0.06,0.18,0.21
1.7694048881530762,-0.27,0.11,0.29,0.41
1.7746920585632324,-0.09,0.11,0.33,0.35
1.7844429016113281,0.25,0.07,0.27,0.37
1.7944509983062744,0.23,0.1,0.03,0.25
1.8042631149291992,-0.15,0.23,-0.14,0.3
1.814600944519043,-0.26,0.24,-0.16,0.38
1.8249831199645996,-0.33,0.15,-0.26,0.44
1.8601419925689697,-0.47,0.21,-0.43,0.67
1.8619298934936523,-0.47,0.3,-0.51,0.75
1.863239049911499,-0.38,0.32,-0.6,0.77
1.864598035812378,-0.44,0.21,-0.73,0.87
1.8737730979919434,-0.63,0.18,-0.83,1.05
1.8839621543884277,-0.73,0.22,-0.88,1.16
1.8939781188964844,-0.96,0.26,-0.62,1.17
1.9039020538330078,-1.2,0.25,-0.43,1.29
1.9138579368591309,-1.16,0.24,-0.2,1.2
1.923616886138916,-1.07,0.24,-0.04,1.09
1.9557139873504639,-1.16,0.2,-0.21,1.19
1.957387924194336,-1.17,0.2,-0.49,1.28
1.9585239887237549,-1.08,0.21,-0.58,1.24
1.9672179222106934,-1.08,0.14,-0.51,1.2
1.9731299877166748,-0.83,0.14,-0.45,0.95
1.9842371940612793,-0.45,0.2,-0.3,0.57
1.9932670593261719,-0.14,0.06,-0.27,0.31
2.0029730796813965,-0.2,0.11,-0.25,0.33
2.013099193572998,-0.21,0.12,-0.31,0.39
2.022665023803711,-0.07,0.26,-0.6,0.65
2.063922882080078,0.03,0.42,-0.92,1.01
2.0656189918518066,-0.05,0.38,-0.98,1.05
2.0670690536499023,-0.29,0.29,-1.11,1.18
2.0847721099853516,-0.29,0.19,-1.03,1.08
2.0861611366271973,-0.22,0.09,-0.65,0.69
2.101269006729126,-0.2,0.17,-0.24,0.35
2.102755069732666,-0.02,0.46,-0.15,0.48
2.118072986602783,0.22,0.59,-0.34,0.71
2.1195080280303955,0.27,0.59,-0.42,0.77
2.137197971343994,0.17,0.77,-0.47,0.91
2.1611061096191406,-0.34,1.17,-0.26,1.24
2.162726879119873,-0.81,1.57,-0.29,1.79
2.163792133331299,-0.57,2.12,-0.57,2.26
2.165849208831787,-0.28,2.45,-1.06,2.68
2.171599864959717,-0.36,3.01,-1.07,3.21
2.181882858276367,-0.47,3.13,-1.38,3.45
2.1916050910949707,-0.65,3.45,-1.87,3.97
2.201580047607422,-0.77,3.44,-2.2,4.15
2.2113561630249023,-0.7,3.17,-2.21,3.92
2.2214090824127197,-0.7,3.01,-1.98,3.67
2.2314560413360596,-0.84,2.98,-2.07,3.72
2.2595040798187256,-1.31,2.97,-1.98,3.8
2.2611231803894043,-1.69,2.66,-1.8,3.62
2.2633140087127686,-1.8,2.01,-2.01,3.36
2.2707271575927734,-1.98,1.69,-2.13,3.36
2.2812700271606445,-1.71,1.43,-2.39,3.26
2.2909841537475586,-0.99,1.35,-2.53,3.03
2.3008861541748047,-0.47,1.4,-2.72,3.09
2.310774087905884,-0.27,1.16,-2.9,3.13
2.3206300735473633,-0.16,0.79,-2.68,2.79
2.3306760787963867,-0.14,1.63,-2.02,2.59
2.357696056365967,0.85,2.94,-1.42,3.37
2.359328031539917,1.3,3.13,-2.14,4.0
2.360974073410034,-0.32,1.65,-3.41,3.8
2.370100975036621,-1.78,0.67,-3.86,4.3
2.3803391456604004,-2.5,0.08,-3.52,4.31
2.390064001083374,-2.93,-0.56,-3.21,4.38
2.400404930114746,-3.64,-1.45,-3.26,5.09
2.409960985183716,-2.73,-1.56,-3.34,4.58
2.419879913330078,-0.15,-1.0,-3.15,3.3
2.429979085922241,-1.85,-1.38,-2.76,3.59
2.45763897895813,-4.81,-1.31,-3.07,5.85
2.459268093109131,-7.16,-0.88,-3.15,7.87
2.4610118865966797,-7.86,-0.9,-2.61,8.33
2.469210147857666,-7.05,-1.39,-1.92,7.43
2.4795610904693604,-5.61,-1.97,-1.84,6.22
2.4893579483032227,-4.61,-2.12,-2.03,5.46
2.4991111755371094,-4.32,-1.88,-2.21,5.2
2.5091681480407715,-4.31,-1.6,-2.3,5.14
2.519196033477783,-4.31,-1.46,-2.22,5.06
2.529665946960449,-4.3,-1.35,-1.9,4.89
2.5568509101867676,-4.13,-1.21,-1.46,4.54
2.5585150718688965,-3.73,-0.99,-0.95,3.97
2.55995512008667,-3.48,-0.69,-0.52,3.58
2.568760871887207,-3.59,-0.23,-0.02,3.59
2.578585147857666,-3.98,0.21,0.51,4.01
2.588754177093506,-4.34,0.41,0.96,4.46
2.5987019538879395,-4.38,0.59,1.56,4.68
2.6086959838867188,-3.57,0.72,1.98,4.14
2.6185240745544434,-2.03,0.75,1.94,2.9
2.6287620067596436,-0.71,0.9,1.95,2.26
2.666107177734375,0.4,0.94,1.97,2.21
2.6679720878601074,1.35,0.97,1.89,2.51
2.6693801879882812,2.08,1.24,1.96,3.11
2.6852259635925293,2.54,1.52,2.26,3.72
2.6867599487304688,2.81,1.85,2.7,4.31
2.701781988143921,3.3,2.2,3.1,5.03
2.703263998031616,4.16,2.25,3.34,5.78
2.7181859016418457,5.05,2.17,3.48,6.5
2.7196459770202637,5.75,2.13,3.52,7.07
2.7341361045837402,6.25,1.91,3.56,7.44
2.7611629962921143,6.67,1.62,3.7,7.79
2.7627360820770264,7.2,1.46,3.87,8.3
2.7637839317321777,7.89,1.25,3.95,8.91
2.7669410705566406,8.3,1.04,3.88,9.22
2.77715802192688,7.42,3.81,3.33,8.98
2.7873101234436035,7.35,2.62,2.44,8.17
2.797218084335327,9.85,0.65,2.3,10.13
2.8070499897003174,11.15,1.46,2.86,11.6
2.816883087158203,12.29,2.46,2.67,12.81
2.82682204246521,15.07,2.53,2.73,15.52
2.862588882446289,14.28,1.24,2.9,14.62
2.864471912384033,6.42,-0.37,1.8,6.67
2.8658740520477295,-1.32,-1.76,0.71,2.31
2.8855650424957275,-5.26,-2.23,0.19,5.71
2.8870630264282227,-5.35,-0.77,0.23,5.41
2.9010910987854004,-3.91,1.9,0.81,4.42
2.9025821685791016,-2.21,3.93,1.94,4.9
2.9183859825134277,-0.44,2.5,2.63,3.65
2.91988205909729,1.33,-0.49,2.6,2.96
2.9377570152282715,2.45,-1.2,2.31,3.57
2.9626221656799316,2.5,-0.5,1.87,3.16
2.9644360542297363,1.72,-0.23,1.23,2.12
2.9654810428619385,0.79,-0.4,0.26,0.92
2.9857280254364014,0.27,-0.14,-0.64,0.7
2.987196922302246,0.22,0.23,-0.94,0.99
3.0017690658569336,0.27,0.28,-0.67,0.77
3.0032520294189453,0.1,0.1,-0.35,0.37
3.018480062484741,-0.29,-0.06,-0.15,0.33
3.019987106323242,-0.67,-0.01,0.08,0.67
3.034609079360962,-0.88,-0.09,0.35,0.95
3.0369391441345215,-0.71,-0.04,0.53,0.88
3.0768070220947266,-0.5,0.08,0.48,0.69
3.078197956085205,-0.84,0.1,0.27,0.88
3.0793750286102295,-1.24,0.14,0.21,1.26
3.081437110900879,-1.11,0.11,0.06,1.11
3.084662914276123,-0.5,0.25,-0.38,0.67
